regno,n,ran,wins,st_sum,st_n,ran1,win1,ran2,win2,ran3,win3,ran4,win4,ran5,win5,ran6,win6
5144,370,361,34,63.959999999999994,368,45,16,70,6,70,7,60,3,63,2,53,0
5145,532,522,136,78.9,527,110,81,86,19,89,13,85,15,68,1,84,7
5146,405,394,59,65.05,403,66,31,74,9,72,9,70,7,55,2,57,1
5147,326,318,35,45.05,320,42,13,57,1,64,8,56,11,49,1,50,1
5148,331,321,38,60.980000000000004,328,45,17,58,7,61,8,57,6,49,0,51,0
5150,490,478,117,70.5,487,87,49,83,21,78,14,83,17,77,8,70,8
5151,346,338,20,76.48,344,44,12,69,4,67,1,59,0,54,1,45,2
5152,287,276,12,63.18,284,34,7,56,4,55,1,47,0,43,0,41,0
5153,419,408,22,71.49000000000001,415,52,11,88,4,69,3,71,3,70,1,58,0
5154,422,414,45,73.28,417,51,20,80,10,81,7,66,5,82,1,54,2
5155,326,320,52,51.019999999999996,323,47,20,58,11,61,10,60,7,48,3,46,1
5156,430,426,59,74.78,428,62,31,81,6,76,12,69,6,75,4,63,0
5157,445,442,59,73.51,443,65,31,83,7,82,7,75,6,75,8,62,0
5158,493,486,136,77.15,489,86,62,88,22,76,18,86,23,74,5,76,6
5160,495,485,80,73.49000000000001,493,80,43,91,11,87,15,82,7,71,2,74,2
5161,502,497,113,67.21000000000001,500,94,63,81,14,86,10,83,14,75,10,78,2
5162,221,212,12,37.32000000000001,214,27,7,42,2,39,2,30,1,36,0,38,0
5163,411,394,102,68.56,403,76,56,59,11,62,15,69,10,54,6,74,4
5164,186,185,7,40.81,186,22,5,42,0,35,1,31,1,31,0,24,0
5165,405,396,38,71.12,402,57,17,70,10,74,8,66,3,64,0,65,0
5166,409,399,93,71.3,403,79,52,61,11,67,17,60,7,60,4,72,2
5167,374,369,39,60.28,372,49,17,72,8,67,3,69,7,62,3,50,1
5168,26,23,0,4.99,24,2,0,1,0,3,0,4,0,6,0,7,0
5169,164,160,8,29.78,161,20,4,27,2,30,1,28,0,31,1,24,0
5170,371,364,34,60.31,368,45,22,72,2,67,5,59,2,62,2,59,1
5171,183,179,18,28.110000000000003,181,22,7,34,1,38,2,32,4,30,2,23,2
5172,422,412,64,76.0,416,66,34,74,11,70,8,71,4,66,4,65,3
5173,342,334,54,54.53,340,45,29,64,13,53,5,60,5,58,2,54,0
5174,344,337,81,55.28999999999999,341,63,43,56,15,63,13,61,4,46,5,48,1
5175,268,258,24,54.339999999999996,262,30,10,47,7,52,3,50,2,44,0,35,2
5176,158,153,6,28.990000000000002,155,14,2,33,1,28,2,28,0,30,1,20,0
5177,421,412,19,82.01,417,44,8,81,7,83,2,72,0,78,1,54,1
5178,433,428,22,83.83,430,50,13,82,3,84,2,73,1,80,3,59,0
5179,299,291,28,51.92,294,36,17,49,3,55,2,49,4,52,2,50,0
5180,188,178,8,36.35,183,19,5,34,1,26,0,33,1,32,1,34,0
5181,409,398,61,65.34,407,59,31,76,7,68,11,57,8,71,3,67,1
5182,380,376,45,58.55,375,52,16,71,10,76,5,55,6,60,8,62,0
5183,396,386,38,63.35,389,53,19,71,5,73,7,59,6,67,1,63,0
5184,196,189,13,37.47,190,17,6,37,3,32,3,37,1,38,0,28,0
5185,460,452,69,65.96000000000001,456,71,38,78,9,79,12,76,6,78,4,70,0
5186,369,358,40,61.51,362,49,25,66,5,67,4,65,3,56,2,55,1
5187,374,365,26,67.8,369,49,15,69,6,61,2,72,1,66,1,48,1
5188,453,444,90,79.66000000000001,449,75,39,77,16,84,16,67,10,75,6,66,3
5189,406,396,53,81.30000000000001,402,61,26,73,11,63,10,66,4,73,2,60,0
5190,389,378,35,72.12,386,49,13,73,7,71,6,63,5,70,3,52,1
5191,582,573,190,72.62,578,124,102,102,23,90,27,88,17,81,12,88,9
5192,328,320,42,59.449999999999996,321,40,18,51,11,49,2,58,5,56,4,66,2
5193,423,416,100,68.27000000000001,419,82,57,66,13,66,17,70,6,62,6,70,1
5194,392,386,36,64.75999999999999,387,54,20,72,7,67,2,66,5,65,2,62,0
5195,367,358,50,53.36,361,50,28,72,7,63,6,62,6,58,1,53,2
5196,471,461,136,71.92,466,93,62,78,25,75,13,69,19,71,13,75,4
5197,382,369,101,51.89,376,66,48,59,12,59,16,58,21,54,3,73,1
5198,368,360,33,73.07000000000001,366,39,11,76,10,68,4,60,6,68,2,49,0
5199,355,348,49,46.85,350,47,19,64,5,60,8,60,8,60,8,57,1
5200,166,160,2,32.97,162,13,0,33,1,30,1,28,0,28,0,28,0
5201,310,302,38,60.27,306,46,25,44,1,49,3,49,6,52,2,62,1
5202,23,21,1,4.050000000000001,22,2,0,4,0,2,0,3,0,2,0,8,1
5203,426,422,49,66.12,425,54,24,81,10,77,9,83,2,70,3,57,1
5204,112,111,8,18.73,112,11,2,23,2,21,1,22,2,19,1,15,0
5205,447,444,84,77.34,445,72,44,78,17,76,8,75,10,67,2,76,3
5206,424,416,50,57.46000000000001,420,58,19,80,9,73,6,70,10,71,5,64,1
5207,336,326,46,54.730000000000004,334,35,19,63,6,62,8,61,7,58,4,47,2
5208,406,398,35,59.06,403,50,17,71,6,83,5,68,5,64,1,62,1
5209,235,229,3,46.52,231,17,2,39,1,39,0,41,0,42,0,51,0
5210,409,395,47,61.88,404,47,24,70,7,75,7,75,2,66,4,62,3
5211,346,339,15,58.64,344,37,7,70,2,66,4,58,1,63,1,45,0
5212,460,455,71,67.43,459,59,34,90,11,88,10,75,8,81,7,62,1
5213,462,456,77,86.34,459,69,39,82,11,82,15,79,8,78,1,66,3
5214,413,407,41,76.66,412,54,21,87,5,75,5,68,7,71,3,52,0
5215,102,98,6,16.08,99,9,1,16,1,18,2,16,1,15,1,24,0
5216,518,511,119,83.17999999999999,517,103,58,82,15,93,19,87,13,78,13,68,1
5217,484,473,138,70.44,476,100,77,75,21,72,11,76,16,60,7,90,6
5218,487,468,106,71.43,482,84,60,74,15,84,12,85,12,71,4,70,3
5219,289,280,38,51.3,284,32,16,52,10,43,7,48,1,48,4,57,0
5220,499,487,129,67.28,492,89,57,83,18,86,20,76,15,69,10,84,9
5221,482,475,130,75.13,477,99,72,82,15,79,19,77,12,68,8,70,4
5222,473,459,94,77.88999999999999,468,84,57,82,15,80,9,75,8,70,4,68,1
5223,469,462,47,82.75,468,56,22,89,11,87,4,85,7,74,3,71,0
5224,518,510,128,79.50999999999999,515,114,80,89,23,79,11,74,7,69,4,85,3
5225,74,72,0,14.970000000000002,73,10,0,13,0,12,0,9,0,14,0,14,0
5226,400,391,89,63.27000000000001,398,77,52,71,12,64,9,62,12,55,3,62,1
5227,131,124,8,22.120000000000005,127,12,4,23,0,28,0,20,1,22,3,19,0
5228,374,369,88,59.92999999999999,369,67,50,64,16,63,13,63,5,56,3,56,1
5229,547,544,100,86.74,544,85,51,99,14,95,14,96,14,94,4,75,3
5230,301,296,25,53.309999999999995,297,37,15,57,2,57,5,46,2,53,1,46,0
5231,336,326,46,60.309999999999995,330,43,25,52,9,52,5,57,6,59,0,63,1
5232,360,348,34,52.11,355,50,17,68,4,62,4,57,4,63,5,48,0
5234,461,453,113,72.63,458,83,45,76,22,78,15,72,20,68,9,76,2
5235,289,279,14,52.91,284,34,5,53,3,59,5,50,0,48,1,35,0
5236,453,448,17,79.86,452,16,4,31,0,48,4,122,7,120,1,111,1
5237,330,320,28,52.61000000000001,326,33,13,55,4,57,5,57,2,62,3,56,1
5238,457,445,84,70.15,456,65,34,75,12,70,14,83,12,79,8,73,4
5239,400,385,47,64.95,392,55,20,67,9,71,8,61,3,62,6,69,1
5240,376,362,35,62.150000000000006,371,49,21,65,3,68,7,59,2,58,1,63,1
5241,419,412,48,67.59,413,60,23,71,8,76,7,64,4,72,5,69,1
5242,363,351,20,67.75,359,39,11,69,4,72,1,48,3,68,1,55,0
5243,486,470,79,77.58000000000001,483,76,32,79,14,90,15,84,10,69,5,72,3
5244,346,341,22,54.07,342,38,16,62,2,68,2,64,2,53,0,56,0
5245,376,368,47,69.06,373,44,15,59,9,65,9,59,7,77,7,64,0
5246,411,403,62,71.55000000000001,408,57,25,70,9,76,12,67,10,66,5,67,1
5247,425,413,23,74.56,422,51,12,79,6,77,3,77,1,77,1,52,0
5248,347,341,19,67.22,344,38,5,59,5,50,5,61,1,65,2,68,1
5249,417,404,46,64.75,415,51,16,83,9,72,9,72,4,69,6,57,2
5250,323,313,19,62.809999999999995,320,28,9,48,4,61,2,60,3,56,0,60,1
5251,252,246,2,46.410000000000004,249,28,2,47,0,42,0,40,0,42,0,47,0
5252,438,432,80,63.75,435,65,33,90,13,77,12,68,14,68,5,64,3
5253,291,284,23,52.25,285,35,9,47,3,47,4,43,4,45,2,67,1
5254,298,287,11,57.830000000000005,293,25,6,41,1,60,2,55,2,53,0,53,0
5255,452,441,109,76.28,447,70,45,78,23,84,14,69,15,73,9,67,3
5256,497,480,128,67.98,491,89,63,86,24,85,13,88,17,68,8,64,3
5257,492,485,118,77.67,489,92,58,83,16,80,15,81,15,75,9,74,5
5258,351,345,35,60.129999999999995,349,41,18,67,3,62,7,56,3,66,4,53,0
5259,354,345,13,59.32,349,39,8,68,1,69,2,64,1,55,1,50,0
5261,384,377,34,67.44,381,36,14,79,8,69,7,70,3,68,1,55,1
5262,358,354,18,66.15,354,48,7,64,4,68,3,54,2,65,2,55,0
5263,326,317,24,56.260000000000005,323,35,13,65,6,55,2,57,3,61,0,44,0
5264,441,430,42,72.58,437,50,13,68,10,78,5,77,7,80,3,77,4
5265,445,435,26,73.44000000000001,443,41,9,62,2,67,4,92,9,87,2,86,0
5266,367,359,29,62.9,361,48,17,59,2,66,3,63,2,65,5,58,0
5267,512,492,161,73.17999999999999,507,97,73,83,24,84,23,78,13,71,19,79,9
5268,325,313,16,64.57,321,27,4,52,3,52,1,49,5,59,2,74,1
5269,465,453,94,67.49000000000001,463,69,43,87,15,77,15,72,10,84,4,64,7
5270,372,362,29,60.55,370,39,12,75,5,69,6,60,5,61,1,58,0
5271,354,344,20,59.849999999999994,349,36,9,65,3,63,2,59,2,62,2,59,2
5272,352,345,33,62.809999999999995,349,45,20,62,6,57,4,61,3,60,0,60,0
5273,423,420,43,75.32000000000001,422,53,22,83,7,77,5,75,1,78,7,54,1
5274,363,354,60,63.85,358,45,25,61,10,73,13,64,9,56,2,55,1
5275,440,426,90,63.69,434,62,34,68,17,70,12,76,13,75,7,75,7
5276,451,443,55,74.28999999999999,450,64,30,83,7,81,4,83,9,68,4,64,1
5277,454,445,53,72.0,452,58,22,77,11,83,8,81,10,77,1,69,1
5278,440,434,137,65.16,436,84,67,76,16,64,22,73,12,69,12,68,8
5279,417,407,77,62.96000000000001,413,67,36,81,12,76,13,60,9,70,5,53,2
5280,509,503,92,93.98999999999998,507,72,49,82,19,63,8,98,8,102,7,86,1
5281,404,397,88,56.16,396,69,43,65,17,66,14,66,7,60,4,71,3
5282,372,366,45,64.68,368,47,22,61,5,77,10,61,5,62,2,58,1
5283,239,229,10,44.730000000000004,233,20,5,33,0,31,0,42,2,48,3,55,0
5284,334,326,9,53.57,331,15,3,38,2,35,1,80,2,73,1,85,0
5285,389,386,15,67.82000000000001,387,40,8,55,0,60,1,78,3,75,3,78,0
5286,415,409,40,63.61,413,50,18,86,8,74,9,67,3,73,1,59,1
5287,369,356,15,59.89,363,32,4,54,4,58,1,69,4,74,2,69,0
5288,303,296,13,53.580000000000005,298,28,7,40,2,46,1,56,1,66,1,60,1
5289,473,465,47,76.09,471,52,29,69,4,70,4,97,7,101,3,76,0
5290,352,341,11,62.43,349,34,6,52,2,54,1,71,2,61,0,69,0
5291,419,411,11,88.31,416,25,4,44,2,45,1,101,1,102,3,94,0
5292,402,395,18,82.87,400,53,9,82,4,70,4,66,1,70,0,54,0
5293,307,299,14,58.019999999999996,301,24,7,45,0,46,2,47,2,65,2,72,1
5294,430,424,24,70.49,428,44,14,82,4,76,5,86,1,71,0,65,0
5295,374,361,27,70.87,370,33,8,52,4,57,2,75,6,72,4,72,3
5296,420,400,36,85.03,419,30,9,44,6,76,9,86,7,83,3,81,2
5297,389,384,8,80.66,388,19,5,36,0,54,2,86,1,92,0,97,0
5298,409,399,103,64.18,404,73,50,61,8,73,18,67,12,53,9,72,6
5299,404,397,53,65.78,401,42,24,61,7,65,10,88,11,72,1,69,0
5300,377,369,12,67.25,372,28,4,42,1,49,4,79,2,80,0,91,1
5301,442,434,42,72.60999999999999,439,53,22,68,5,74,7,81,4,77,3,81,1
5302,322,316,14,66.28,316,25,12,40,0,44,1,42,0,71,1,94,0
5303,419,410,57,67.75,417,57,28,70,10,77,4,76,11,68,4,62,0
5304,221,212,2,45.82,220,13,0,17,0,16,1,44,0,51,0,71,1
5305,318,313,4,56.589999999999996,316,26,2,44,1,51,1,63,0,61,0,68,0
5306,373,366,5,74.5,368,39,3,54,1,58,1,75,0,72,0,68,0
5307,431,426,42,79.41,429,51,22,82,3,89,10,74,2,70,2,60,3
5308,382,371,19,69.13000000000001,380,31,5,62,2,68,6,72,2,76,3,62,1
5309,314,309,7,49.85,313,12,4,25,0,24,1,66,1,85,1,97,0
5310,268,260,12,52.71000000000001,264,21,7,31,0,33,4,59,0,57,1,59,0
5311,406,399,36,73.84,402,27,14,38,5,37,5,89,7,101,4,107,1
5312,359,352,16,62.66,358,27,8,42,4,45,2,52,0,78,2,108,0
5313,353,340,19,59.39,348,17,4,27,6,21,1,58,3,87,4,130,1
5314,301,289,5,56.550000000000004,299,13,4,20,1,17,0,73,0,75,0,91,0
5315,351,332,12,63.22,346,32,2,46,1,43,2,62,4,76,1,73,2
5316,382,375,26,57.93,378,17,10,22,0,24,2,107,9,109,4,96,1
5317,461,450,23,84.57,458,31,10,45,2,62,2,115,4,97,3,100,2
5318,415,408,11,75.52000000000001,413,18,5,29,0,49,1,99,3,98,1,115,1
5319,371,364,41,58.16,367,35,15,47,7,49,4,71,9,73,4,89,2
5320,361,357,7,64.04,360,28,2,36,1,44,1,64,2,82,1,103,0
5321,366,353,40,67.44,363,37,15,52,6,57,10,59,4,74,5,74,0
5322,309,306,5,60.0,308,23,2,35,1,39,0,54,1,76,0,79,1
5323,342,332,28,58.55,337,33,15,50,2,43,1,68,3,70,4,68,3
5324,272,264,4,57.42,268,19,4,24,0,24,0,50,0,66,0,81,0
5325,428,422,29,65.12,426,24,11,25,5,29,3,92,4,103,4,149,2
5326,412,408,26,74.19,410,23,7,35,6,35,5,98,2,94,2,123,4
5327,297,292,0,62.6,295,11,0,20,0,18,0,72,0,82,0,89,0
5328,358,349,12,63.56,355,14,4,22,2,22,1,87,5,94,0,110,0
5329,351,334,22,57.91,343,15,6,25,1,19,5,93,2,90,5,92,3
5330,478,467,92,72.53000000000002,475,54,40,65,12,66,12,93,14,96,13,93,1
5331,328,316,37,47.900000000000006,323,39,17,41,3,54,7,59,6,52,3,71,1
5332,393,380,23,63.59,389,36,13,49,2,70,2,70,2,70,4,85,0
5333,342,331,26,64.30000000000001,337,14,9,21,5,24,2,82,2,99,6,91,2
5334,442,432,10,87.17000000000002,440,30,4,45,1,53,3,93,1,101,1,110,0
5335,396,386,10,71.61000000000001,393,10,3,19,0,46,1,79,2,96,1,136,3
5336,350,346,6,67.15,350,21,3,34,0,38,1,78,1,85,1,90,0
5337,366,356,19,66.64,363,0,0,0,0,5,1,100,8,112,5,139,5
5338,357,351,10,59.5,355,9,3,13,0,15,3,80,3,110,1,124,0
5339,371,358,31,60.370000000000005,366,16,3,22,6,22,3,78,9,99,5,121,5
5340,437,429,12,79.22,434,6,1,14,2,37,3,84,3,131,3,157,0
5341,292,281,3,57.64999999999999,287,4,1,6,0,4,0,31,2,71,0,165,0
5342,302,295,1,53.93000000000001,298,1,0,3,0,5,1,56,0,95,0,135,0
5343,362,353,5,62.620000000000005,361,3,2,6,0,7,0,58,1,111,1,168,1
5344,344,337,19,50.46,339,13,6,18,2,32,3,60,4,94,3,120,1
5345,376,372,5,78.96000000000001,375,10,2,17,0,24,1,84,1,109,1,128,0
5346,298,293,0,61.480000000000004,296,4,0,4,0,5,0,66,0,98,0,116,0
5347,309,302,0,67.06,306,0,0,0,0,2,0,57,0,100,0,143,0
5348,265,255,11,43.08,260,2,0,1,0,7,0,40,6,80,3,125,2
5349,284,277,1,58.76,282,2,0,3,0,4,0,71,0,88,1,109,0
5350,343,333,21,58.61000000000001,340,26,5,36,1,45,7,51,4,84,2,91,2
5351,373,359,22,59.800000000000004,372,19,11,31,1,25,2,57,3,103,3,124,2
5352,370,363,25,64.04,368,21,9,29,4,27,6,65,4,89,1,132,1
5353,316,309,5,55.83,314,2,1,5,0,10,1,36,1,101,1,155,1
5354,262,252,6,52.480000000000004,258,4,1,4,0,5,0,50,3,71,2,118,0
5355,300,288,3,54.35,297,9,0,14,0,31,0,47,2,75,1,112,0
5356,344,330,30,51.879999999999995,339,18,9,22,6,26,3,52,6,85,3,127,3
5357,297,287,0,58.61,292,10,0,14,0,15,0,60,0,85,0,103,0
5358,253,247,3,49.43,249,10,1,22,0,33,2,36,0,55,0,91,0
5359,347,338,22,60.63,342,26,7,41,5,38,4,59,4,80,1,94,1
5360,307,290,5,55.14,299,9,4,14,0,15,0,63,1,80,0,109,0
5361,294,286,1,61.73,290,3,0,5,0,10,1,58,0,91,0,119,0
5362,316,311,2,64.42,314,6,1,13,0,9,0,50,1,93,0,140,0
5363,203,197,1,41.17,198,0,0,0,0,1,0,5,0,58,1,133,0
5364,255,247,2,44.14,254,0,0,0,0,0,0,40,0,77,2,130,0
5365,250,241,1,52.38,247,2,0,5,0,3,0,43,0,78,0,110,1
5366,230,223,0,44.05000000000001,228,3,0,5,0,7,0,30,0,60,0,118,0
5367,239,234,2,43.1,236,0,0,0,0,6,0,30,1,78,1,120,0
5368,263,254,24,47.11,260,12,8,12,2,11,0,40,11,69,1,110,2
5369,247,238,8,43.660000000000004,242,13,2,23,2,19,2,30,1,53,0,100,1
5370,239,235,0,46.779999999999994,236,0,0,0,0,0,0,39,0,72,0,124,0
5371,247,241,1,49.44,246,0,0,0,0,0,0,57,1,83,0,101,0
5372,222,220,1,37.099999999999994,219,0,0,0,0,0,0,11,0,73,0,136,1
5373,200,196,1,42.08,197,0,0,0,0,2,0,40,0,69,1,85,0
5374,246,241,0,39.44,243,0,0,0,0,0,0,53,0,83,0,105,0
5375,254,246,1,51.11,252,0,0,0,0,1,0,53,0,75,1,117,0
5376,307,297,20,51.290000000000006,302,16,9,30,2,30,2,44,2,78,3,99,2
5377,242,238,12,38.57,241,3,2,6,1,4,1,42,4,73,2,110,2
5378,233,222,0,50.14,230,0,0,0,0,0,0,29,0,81,0,112,0
5379,247,238,2,49.79,244,11,2,18,0,16,0,22,0,55,0,116,0
5380,229,227,0,61.0,227,0,0,0,0,0,0,36,0,74,0,117,0
5381,248,242,7,41.290000000000006,244,6,3,9,0,8,0,51,2,79,1,89,1
5382,261,251,3,45.03,257,0,0,0,0,9,0,58,1,72,1,112,1
5383,239,234,1,42.84,237,0,0,0,0,0,0,44,0,73,1,117,0
5384,244,239,4,52.71000000000001,242,1,0,2,0,9,0,30,0,77,2,120,2
5385,270,266,1,44.519999999999996,269,0,0,1,0,0,0,56,1,86,0,123,0
5386,277,269,5,49.730000000000004,275,14,2,15,0,16,1,44,1,74,1,106,0
5387,243,240,0,49.519999999999996,242,0,0,0,0,0,0,24,0,78,0,138,0
5388,259,253,11,38.870000000000005,254,0,0,0,0,1,0,59,7,76,3,117,1
5389,302,299,1,55.69,301,0,0,0,0,0,0,32,1,95,0,172,0
5390,220,217,1,36.24,218,0,0,0,0,0,0,20,1,69,0,128,0
5391,218,213,0,42.870000000000005,215,0,0,0,0,0,0,33,0,67,0,113,0
5392,183,179,0,34.88,180,0,0,0,0,0,0,25,0,52,0,102,0
5393,177,175,0,37.97,176,0,0,0,0,1,0,13,0,46,0,115,0
5394,199,193,3,38.10000000000001,199,0,0,0,0,0,0,30,0,62,2,101,1
5395,158,152,3,31.87,156,0,0,0,0,0,0,21,1,48,1,83,1
5396,167,163,1,34.14,166,0,0,0,0,4,0,24,0,43,0,92,1
5397,174,168,0,33.14,173,0,0,0,0,0,0,1,0,59,0,108,0
5398,235,228,10,42.169999999999995,235,10,4,14,2,12,1,42,1,56,0,94,2
5399,169,167,0,40.25,169,0,0,0,0,0,0,17,0,38,0,112,0
5400,183,178,1,33.61,182,1,0,2,0,4,0,29,0,53,1,89,0
5401,136,130,2,27.47,133,0,0,0,0,0,0,2,0,39,1,89,1
5402,154,149,0,30.130000000000003,151,0,0,0,0,0,0,8,0,36,0,105,0
5403,177,174,0,33.37,175,0,0,0,0,0,0,11,0,61,0,102,0
5404,179,174,1,37.879999999999995,177,0,0,0,0,0,0,9,1,53,0,112,0
5405,174,170,2,32.36,173,0,0,0,0,1,0,32,2,55,0,82,0
5406,186,184,0,36.7,185,0,0,0,0,0,0,0,0,59,0,125,0
5407,172,170,1,32.9,171,0,0,0,0,0,0,18,0,53,1,99,0
5408,105,102,0,21.57,104,0,0,0,0,0,0,6,0,30,0,66,0
5409,166,158,1,26.68,164,0,0,0,0,0,0,13,1,43,0,102,0
5410,145,143,1,26.419999999999998,145,0,0,0,0,0,0,5,0,42,1,96,0
5411,163,160,0,29.31,161,0,0,0,0,0,0,4,0,48,0,108,0
5412,180,176,0,33.16,179,0,0,0,0,0,0,19,0,59,0,98,0
5413,172,169,1,25.730000000000004,169,0,0,0,0,0,0,3,0,50,1,116,0
5414,62,61,0,13.099999999999998,61,0,0,0,0,0,0,1,0,18,0,42,0
5415,150,147,0,36.120000000000005,147,0,0,0,0,0,0,4,0,46,0,97,0
5416,159,157,3,26.14,157,0,0,0,0,1,0,14,1,45,1,97,1
5417,174,168,3,31.71,171,0,0,0,0,5,1,24,2,44,0,95,0
5418,164,161,0,33.22,163,0,0,0,0,0,0,9,0,49,0,103,0
5419,176,169,0,40.730000000000004,175,0,0,0,0,0,0,15,0,48,0,106,0
5420,156,151,0,28.05,154,0,0,0,0,0,0,15,0,47,0,89,0
5421,72,67,0,16.65,71,0,0,0,0,0,0,6,0,19,0,42,0
5422,85,82,0,12.14,83,0,0,0,0,0,0,6,0,25,0,51,0
5423,66,63,0,14.3,64,0,0,0,0,0,0,1,0,18,0,44,0
5424,81,79,1,16.74,80,0,0,0,0,0,0,5,0,17,0,57,1
5425,87,85,0,21.530000000000005,86,0,0,0,0,0,0,8,0,24,0,53,0
5426,104,103,0,19.79,103,0,0,0,0,0,0,10,0,28,0,65,0
5427,124,122,1,26.95,124,0,0,0,0,0,0,10,0,35,0,77,1
5428,88,84,0,16.680000000000003,87,0,0,0,0,0,0,3,0,23,0,58,0
5429,87,84,0,18.58,86,0,0,0,0,0,0,3,0,30,0,51,0
5430,85,79,0,15.110000000000001,84,0,0,0,0,0,0,2,0,21,0,56,0
5431,100,96,0,16.090000000000003,98,0,0,0,0,0,0,4,0,31,0,61,0
5432,101,100,2,17.03,101,0,0,0,0,0,0,10,0,34,0,56,2
5433,91,88,0,21.660000000000004,90,0,0,0,0,0,0,3,0,29,0,56,0
5434,102,100,2,15.93,101,0,0,0,0,0,0,12,1,28,0,60,1
5435,86,84,0,18.839999999999996,85,0,0,0,0,0,0,2,0,25,0,57,0
5436,100,99,0,21.150000000000002,100,0,0,0,0,0,0,1,0,26,0,72,0
5437,73,69,0,15.469999999999999,71,0,0,0,0,0,0,1,0,18,0,50,0
5438,93,91,0,19.710000000000004,93,0,0,0,0,0,0,0,0,30,0,61,0
5439,97,95,1,19.460000000000004,95,0,0,0,0,0,0,8,0,19,0,68,1
5440,86,85,0,15.66,85,0,0,0,0,0,0,5,0,12,0,68,0
5441,114,111,6,19.63,112,0,0,0,0,0,0,15,0,32,1,64,5
5442,86,84,0,17.449999999999996,85,0,0,0,0,0,0,1,0,25,0,58,0
5443,88,87,0,19.85,87,0,0,0,0,0,0,3,0,26,0,58,0
5444,96,94,0,18.65,95,0,0,0,0,0,0,4,0,24,0,66,0
5445,25,23,0,4.12,25,0,0,0,0,0,0,2,0,6,0,15,0
5446,20,20,0,4.569999999999999,20,0,0,0,0,0,0,0,0,6,0,14,0
5447,21,21,0,4.4399999999999995,21,0,0,0,0,0,0,0,0,4,0,17,0
5448,22,22,0,4.44,22,0,0,0,0,0,0,0,0,5,0,17,0
5449,23,23,1,3.5800000000000005,23,0,0,0,0,0,0,0,0,5,0,18,1
5450,26,25,0,5.32,26,0,0,0,0,0,0,0,0,5,0,20,0
5451,15,14,0,4.300000000000001,14,0,0,0,0,0,0,0,0,2,0,12,0
5452,25,24,0,4.8100000000000005,23,0,0,0,0,0,0,0,0,6,0,18,0
5453,32,31,0,6.0,32,0,0,0,0,0,0,0,0,12,0,19,0
5454,24,24,0,4.91,24,0,0,0,0,0,0,0,0,7,0,17,0
5455,28,26,0,5.82,28,0,0,0,0,0,0,2,0,9,0,15,0
5456,31,28,0,4.41,30,0,0,0,0,0,0,1,0,4,0,23,0
5457,28,27,0,5.42,27,0,0,0,0,0,0,0,0,6,0,21,0
5458,32,32,0,6.75,32,0,0,0,0,0,0,0,0,10,0,22,0
5459,19,19,0,4.84,19,0,0,0,0,0,0,0,0,5,0,14,0
5460,34,34,0,6.92,34,0,0,0,0,0,0,3,0,5,0,26,0
5461,25,25,0,5.56,25,0,0,0,0,0,0,3,0,5,0,17,0
5462,25,25,0,5.709999999999999,25,0,0,0,0,0,0,0,0,8,0,17,0
5463,21,20,0,4.510000000000001,21,0,0,0,0,0,0,0,0,1,0,19,0
5464,20,20,0,4.06,20,0,0,0,0,0,0,0,0,6,0,14,0
5465,23,22,0,5.049999999999999,22,0,0,0,0,0,0,0,0,5,0,17,0
5466,26,25,0,5.41,26,0,0,0,0,0,0,3,0,8,0,14,0
5467,28,28,0,4.92,28,0,0,0,0,0,0,0,0,7,0,21,0
5468,25,25,0,5.25,25,0,0,0,0,0,0,0,0,7,0,18,0
5469,25,24,0,5.470000000000001,25,0,0,0,0,0,0,0,0,8,0,16,0
5470,15,13,0,3.13,14,0,0,0,0,0,0,0,0,3,0,10,0
5471,32,30,0,6.470000000000001,32,0,0,0,0,0,0,2,0,4,0,24,0
5472,24,23,0,5.859999999999999,23,0,0,0,0,0,0,1,0,5,0,17,0
