regno,n,ran,wins,st_sum,st_n,ran1,win1,ran2,win2,ran3,win3,ran4,win4,ran5,win5,ran6,win6
4317,360,354,36,63.04,357,50,19,66,9,62,3,63,2,64,3,49,0
4318,496,486,80,78.49000000000001,491,91,43,80,14,85,13,85,3,72,3,73,4
4319,545,542,105,92.58000000000001,542,95,64,100,14,90,7,86,14,95,4,76,2
4320,436,433,136,54.9,435,102,82,71,14,66,13,65,11,62,9,67,7
4323,432,426,65,67.77000000000001,428,71,33,72,7,66,12,67,8,76,3,74,2
4324,603,602,195,83.12,602,133,104,99,26,100,24,87,13,88,9,95,19
4325,412,407,43,61.47,409,68,22,73,11,74,3,62,3,69,3,61,1
4327,456,452,33,88.24,455,65,18,80,4,91,5,80,4,76,2,60,0
4329,390,388,32,65.92,389,59,17,71,6,65,0,71,5,66,3,56,1
4330,350,346,84,43.160000000000004,347,66,48,53,9,63,10,57,12,52,5,55,0
4331,488,485,103,73.91999999999999,487,86,58,83,12,90,15,78,11,78,3,70,4
4332,356,353,23,64.39000000000001,354,52,9,58,5,69,5,64,1,59,2,51,1
4333,42,42,1,8.020000000000001,42,4,1,9,0,6,0,11,0,8,0,4,0
4335,506,502,159,61.10000000000001,506,125,94,78,22,82,17,74,14,69,10,74,2
4336,500,497,82,73.71000000000001,500,90,61,85,10,92,2,78,8,77,1,75,0
4337,528,524,125,68.63,526,111,74,79,17,88,11,82,8,86,9,78,6
4339,419,416,33,76.42,418,61,22,71,7,76,2,73,1,74,1,61,0
4340,99,96,8,18.389999999999997,98,13,7,14,0,16,0,19,1,17,0,17,0
4342,456,449,127,66.07,451,81,63,76,15,69,22,83,17,72,7,68,3
4343,401,399,27,70.12,401,50,16,74,3,81,3,64,1,78,1,52,3
4344,487,486,146,66.19,485,110,83,76,19,82,14,78,16,74,7,66,7
4345,471,462,96,73.08000000000001,467,92,54,83,17,78,13,71,8,68,3,70,1
4346,434,425,55,72.33,430,55,24,80,6,72,11,75,7,79,6,64,1
4347,397,393,79,66.99,395,88,47,61,7,65,17,63,6,54,2,62,0
4348,518,509,96,85.95,516,106,63,83,15,81,9,88,4,73,3,78,2
4349,379,373,45,56.08,374,60,24,67,6,63,5,61,5,65,2,57,3
4350,528,524,143,69.85,527,121,92,77,10,83,21,81,8,76,6,86,6
4351,528,520,165,70.66999999999999,520,129,89,73,20,80,24,74,17,68,6,96,9
4352,435,429,111,58.04,430,93,65,60,13,73,10,76,10,54,6,73,7
4355,370,368,20,73.58000000000001,369,47,16,68,2,66,1,63,0,66,1,58,0
4356,470,461,109,73.72999999999999,464,93,64,74,15,76,14,77,8,66,3,75,5
4357,492,484,156,82.82,491,122,78,77,22,75,21,66,13,67,9,77,13
4358,414,412,37,88.05,413,57,21,73,4,78,9,78,3,67,0,59,0
4359,445,442,59,59.42,442,70,32,82,7,74,7,61,7,76,3,79,3
4360,386,383,61,67.71000000000001,384,59,28,59,8,74,11,69,8,62,4,60,2
4361,484,481,147,68.19,481,111,85,78,22,72,9,70,14,68,11,82,6
4362,460,454,114,60.300000000000004,458,99,63,71,19,71,10,74,8,70,9,69,5
4363,569,561,98,88.5,566,111,62,94,10,90,13,86,10,92,2,88,1
4364,498,493,150,67.89,497,110,84,73,17,86,19,72,20,78,7,74,3
4365,476,473,96,85.22,476,83,46,87,14,73,10,81,15,78,10,71,1
4366,577,569,144,83.02,572,120,77,88,15,97,20,102,19,84,11,78,2
4367,384,379,30,80.50999999999999,380,52,20,64,5,69,3,73,1,63,1,58,0
4368,429,426,38,78.91999999999999,427,53,23,84,5,77,6,79,2,76,2,57,0
4369,514,512,113,84.04,512,96,60,81,7,93,16,84,14,74,13,84,3
4370,534,528,164,79.87,528,119,83,87,22,86,19,74,16,78,17,84,7
4371,448,437,107,59.51,444,95,71,71,12,73,6,66,9,62,7,70,2
4372,348,343,65,57.89,345,65,37,61,13,55,6,60,7,53,2,49,0
4373,487,484,91,88.03999999999999,485,107,54,80,18,76,9,83,9,64,1,74,0
4374,428,422,53,66.5,426,62,27,79,12,78,6,71,7,72,0,60,1
4375,529,524,114,86.63999999999999,528,104,66,87,13,94,16,82,11,78,6,79,2
4376,554,552,98,87.92,554,97,58,101,11,89,13,94,10,86,6,85,0
4377,517,508,116,81.18,514,104,68,79,18,89,9,80,11,83,6,73,4
4379,520,515,105,84.36000000000001,519,97,64,87,11,89,17,83,5,85,7,74,1
4380,455,449,61,74.94,453,64,37,86,7,83,6,76,7,77,3,63,1
4381,494,491,101,79.83000000000001,492,92,47,84,15,83,17,71,14,83,5,78,3
4382,429,423,33,70.34,426,57,20,78,4,74,2,76,3,75,4,63,0
4383,493,489,86,79.09,490,91,51,87,13,83,12,82,6,80,2,66,2
4384,536,531,121,91.06,535,115,75,88,12,88,18,86,6,79,9,75,1
4385,246,244,18,51.42,245,38,7,48,5,44,1,37,4,43,1,34,0
4387,477,475,130,74.32999999999998,477,111,73,73,18,72,18,83,12,70,7,66,2
4388,536,533,120,88.31,535,105,68,96,15,92,19,78,8,83,7,79,3
4389,444,437,50,79.28999999999999,444,71,21,77,7,78,10,79,9,70,3,62,0
4390,369,363,27,68.92,367,52,9,62,5,72,6,64,1,63,4,50,2
4391,530,522,147,84.0,528,119,90,87,21,83,19,75,7,70,5,88,5
4393,383,381,28,73.41999999999999,382,50,16,70,5,72,5,61,1,66,1,62,0
4394,378,371,63,58.220000000000006,377,59,36,65,8,65,7,70,9,63,2,49,1
4395,466,459,72,79.01,465,78,39,74,8,84,6,81,14,74,4,68,1
4396,465,460,55,88.34,463,74,28,77,7,91,12,82,4,71,3,65,1
4397,588,588,162,77.78999999999999,588,115,88,106,27,93,16,95,12,97,14,82,5
4398,556,549,158,75.69,550,117,87,91,24,78,14,94,15,89,13,80,5
4399,115,112,18,19.169999999999998,113,23,12,17,0,20,2,16,1,18,2,18,1
4400,347,345,14,65.22999999999999,347,49,9,61,1,71,3,61,1,55,0,48,0
4401,457,450,99,65.02,454,87,60,80,9,70,11,71,14,75,5,67,0
4402,427,419,91,72.13,422,91,61,67,5,68,12,61,8,62,3,70,2
4403,444,438,87,65.64,442,73,43,79,25,74,7,69,9,78,2,65,1
4404,405,400,37,77.25,402,51,14,75,9,74,8,75,3,66,2,59,1
4405,370,363,22,61.61000000000001,368,49,12,70,3,74,3,64,3,61,1,45,0
4406,447,447,42,72.52000000000001,447,57,22,80,8,81,7,84,3,86,1,59,1
4407,500,500,49,89.13000000000001,500,76,36,97,10,89,2,90,1,75,0,73,0
4408,203,199,16,37.61,201,26,10,36,1,39,4,34,1,37,0,27,0
4409,559,558,142,81.49000000000001,557,113,85,95,19,90,15,89,10,86,8,85,5
4410,467,463,66,76.35999999999999,465,70,33,84,7,88,13,81,9,77,4,63,0
4411,531,528,95,91.73,528,91,52,94,14,82,14,90,5,90,8,81,2
4413,519,515,112,89.63999999999999,518,111,74,86,5,84,7,78,8,77,10,79,8
4414,296,294,31,52.61,295,43,14,56,7,60,2,53,4,49,3,33,1
4415,551,546,160,73.75,546,107,77,85,11,93,28,90,20,85,11,86,13
4416,468,465,57,80.07000000000001,466,68,21,81,8,87,15,88,8,77,3,64,2
4417,352,347,36,72.08000000000001,349,57,22,61,6,61,4,57,1,61,2,50,1
4418,473,468,167,61.370000000000005,470,120,97,69,19,75,19,64,16,61,8,79,8
4419,342,339,49,54.59,341,50,21,64,10,61,7,60,9,53,0,51,2
4420,550,544,97,87.67,548,105,59,95,10,82,9,93,10,91,8,78,1
4421,286,285,11,51.550000000000004,285,40,5,50,2,50,2,50,1,52,1,43,0
4422,466,463,63,84.13,464,69,39,84,10,78,8,87,2,82,3,63,1
4423,442,439,64,74.5,439,58,34,80,7,83,5,79,13,79,4,60,1
4424,556,555,135,86.66,555,117,80,94,17,92,17,80,10,76,6,96,5
4425,386,382,37,65.85,385,55,24,73,5,67,3,66,1,68,4,53,0
4427,473,471,161,66.03999999999999,472,101,81,70,11,89,33,75,17,70,11,66,8
4428,523,516,123,70.83,521,98,66,92,17,84,16,84,16,83,6,75,2
4429,446,441,36,79.58,445,57,20,86,7,87,4,76,4,79,1,56,0
4430,539,536,106,91.14000000000001,539,103,53,94,14,95,19,90,14,77,5,77,1
4431,394,387,58,63.63,392,65,32,62,9,72,7,65,6,58,3,65,1
4432,498,496,65,77.02,495,95,48,79,6,85,7,81,2,84,1,72,1
4433,549,546,153,98.77000000000001,547,134,98,90,21,84,15,81,13,76,4,81,2
4434,517,510,128,82.35000000000001,516,108,71,87,24,85,15,83,12,72,2,75,4
4435,417,412,63,73.87,415,68,32,67,12,72,8,69,6,68,4,68,1
4436,497,494,121,76.17,494,97,69,83,23,87,16,73,8,77,2,77,3
4437,521,513,140,80.89000000000001,519,118,95,85,14,79,15,80,11,80,4,71,1
4438,460,451,78,57.379999999999995,457,76,27,74,12,82,9,89,20,76,7,54,3
4439,370,361,18,61.31,366,48,13,68,0,69,2,53,3,64,0,59,0
4440,416,412,34,71.25999999999999,416,59,19,75,5,79,5,71,3,80,2,48,0
4441,541,534,124,70.39,539,104,63,93,26,88,17,93,8,76,9,80,1
4442,498,491,110,78.45,496,81,51,93,21,78,14,84,13,80,8,75,3
4443,473,468,62,89.89000000000001,469,84,37,82,11,83,3,77,5,76,3,66,3
4444,436,429,123,60.870000000000005,434,98,72,60,9,66,14,66,9,69,13,70,6
4445,506,500,124,59.66000000000001,504,102,80,87,13,71,13,78,10,79,6,83,2
4446,552,546,154,75.8,550,112,87,90,24,90,22,91,15,76,5,87,1
4447,470,453,88,74.44,466,91,46,69,12,78,17,72,8,74,4,69,1
4448,372,371,105,61.32,371,74,54,63,14,62,16,62,8,55,7,55,6
4449,414,405,38,66.79,410,56,19,74,1,74,8,79,4,72,4,50,2
4450,491,479,115,74.44,486,96,65,74,16,81,12,78,7,75,11,75,4
4451,562,553,129,89.16,558,134,86,83,15,93,9,82,9,72,6,89,4
4452,483,467,75,81.14,479,92,46,76,11,78,10,77,5,72,1,72,2
4456,422,416,116,68.21000000000001,419,94,74,69,17,63,14,67,6,59,3,64,2
4457,399,395,32,67.17,398,58,19,71,3,67,6,73,2,66,2,60,0
4458,485,478,78,71.96000000000001,483,76,41,86,13,81,11,84,8,77,4,74,1
4459,518,516,106,61.760000000000005,517,104,73,83,13,80,6,88,10,81,3,80,1
4460,512,505,113,72.19,509,99,57,86,15,84,15,72,12,79,11,85,3
4461,366,363,26,60.17,364,55,15,62,1,64,4,65,5,61,1,56,0
4462,380,372,53,59.050000000000004,374,56,29,67,8,63,4,65,3,67,6,54,3
4463,476,472,93,75.01,474,100,54,74,10,72,15,85,8,67,5,74,1
4464,390,387,54,74.35999999999999,388,56,26,70,7,73,8,65,9,68,2,55,2
4465,359,351,28,65.53,356,53,20,60,4,60,1,66,3,64,0,48,0
4466,484,471,75,83.02000000000001,478,80,46,81,10,90,11,74,5,77,2,69,1
4467,491,488,91,65.71,490,86,46,83,12,84,11,83,14,83,4,69,4
4468,465,462,131,63.489999999999995,461,99,78,75,16,68,12,67,10,73,9,80,6
4469,418,415,86,69.19999999999999,417,71,47,77,14,67,12,73,4,66,6,61,3
4470,521,510,127,75.86,514,103,75,88,19,87,13,77,10,75,8,80,2
4471,540,533,152,84.92,538,120,97,93,21,75,18,89,7,78,3,78,6
4472,573,570,153,89.22,572,117,89,97,23,94,19,97,13,89,7,76,2
4473,387,382,77,62.15,384,74,42,64,12,64,8,58,11,60,4,62,0
4474,432,427,60,75.88,429,63,34,78,5,76,12,79,8,67,1,64,0
4475,495,481,100,74.65,489,99,65,78,7,87,14,70,9,65,3,82,2
4477,508,507,127,69.44,508,114,88,78,8,84,12,77,10,82,6,72,3
4478,442,437,99,68.30000000000001,440,86,53,81,19,77,12,64,9,65,4,64,2
4479,265,263,19,49.04,264,33,8,48,2,51,5,50,3,46,1,35,0
4482,500,494,167,80.25999999999999,497,124,94,74,22,78,16,74,14,69,11,75,10
4483,498,493,158,71.63,495,108,83,81,19,76,26,75,17,74,4,79,9
4484,369,364,33,73.32000000000001,367,48,14,68,7,77,9,67,1,59,2,45,0
4485,518,509,91,79.08,514,89,46,82,14,82,10,90,13,84,4,82,4
4486,440,429,90,72.35000000000001,435,74,44,81,16,60,9,75,14,71,4,68,3
4487,467,461,48,83.02,466,61,23,80,7,93,12,82,3,85,2,60,1
4488,475,473,123,78.07000000000001,474,104,75,83,16,62,12,73,11,68,6,83,3
4489,437,434,69,67.93,435,64,37,74,12,71,4,79,11,74,4,72,1
4491,433,430,41,80.79,431,63,25,74,5,77,3,78,3,69,4,69,1
4492,251,250,60,40.28,250,50,33,47,10,35,5,39,6,38,6,41,0
4494,505,500,135,69.69000000000001,501,104,72,70,17,87,17,81,10,74,12,84,7
4495,349,344,62,50.34,345,46,25,60,10,62,9,64,9,60,7,52,2
4496,491,487,132,79.95,488,109,62,76,11,77,19,76,15,66,14,83,11
4497,467,462,143,61.52,463,105,79,79,19,71,22,71,9,64,8,72,6
4498,338,333,56,55.42999999999999,336,50,26,52,3,62,18,65,3,52,5,52,1
4499,331,325,64,56.150000000000006,326,54,32,55,12,60,9,58,7,51,2,47,2
4500,544,540,198,72.48,544,124,100,89,25,90,29,82,19,81,19,74,6
4501,526,523,96,78.06,525,97,52,88,14,90,16,84,6,88,6,76,2
4502,483,481,138,66.25,482,113,77,72,18,73,16,80,15,67,8,76,4
4503,559,554,178,64.3,559,128,105,87,17,75,19,98,16,82,12,84,9
4504,526,519,138,72.64,524,123,89,81,12,85,12,74,7,78,12,78,6
4505,461,452,119,69.79,456,89,66,69,13,71,12,78,17,74,8,71,3
4506,501,501,122,68.30000000000001,501,93,64,80,19,86,17,87,13,83,7,72,2
4508,358,349,47,64.99,351,47,23,63,6,56,1,57,7,60,7,66,3
4509,496,490,86,86.67,493,89,48,80,14,80,11,86,10,76,3,79,0
4510,124,123,3,28.0,124,16,2,22,1,23,0,24,0,21,0,17,0
4511,366,355,29,61.660000000000004,362,49,16,58,4,67,5,63,2,57,0,61,2
4512,580,578,175,88.74000000000001,579,131,105,93,24,88,20,87,14,87,6,92,6
4513,478,468,87,83.47,471,88,51,84,11,74,10,73,7,68,5,81,3
4514,582,578,188,104.81,579,133,101,101,32,95,29,86,11,77,12,86,3
4515,538,535,105,88.76,537,102,68,101,16,90,12,77,3,83,5,82,1
4516,543,535,139,84.19000000000001,541,114,77,90,23,82,16,93,13,80,8,76,2
4518,473,464,135,75.95,465,98,70,70,21,85,15,73,14,67,10,71,5
4519,369,363,71,55.870000000000005,366,62,31,71,9,70,8,63,13,55,9,42,1
4520,445,442,76,65.32,445,64,30,80,9,72,14,83,11,78,9,65,3
4521,429,424,81,77.91,424,70,40,74,16,74,14,66,4,75,6,65,1
4522,456,446,127,65.37,448,104,87,68,13,70,9,69,9,66,3,69,6
4523,437,428,85,60.17,432,79,50,74,12,70,14,68,4,71,3,66,2
4524,529,523,127,63.60000000000001,526,104,81,83,15,81,13,93,9,84,6,78,3
4525,358,357,35,51.91,357,57,27,69,5,58,1,62,0,63,2,48,0
4526,386,376,96,55.6,380,76,58,66,11,52,12,61,11,53,2,68,2
4527,365,364,33,62.96,364,51,21,69,4,67,4,69,4,61,0,47,0
4528,493,486,145,76.75,491,98,74,71,18,85,19,75,11,83,11,74,12
4529,431,425,74,63.040000000000006,427,77,47,68,4,67,11,70,7,72,4,71,1
4530,465,463,150,69.65,462,108,86,75,26,74,14,67,11,58,6,81,7
4531,498,492,108,76.22,494,92,70,85,15,88,7,79,6,72,6,76,4
4532,471,466,144,64.07,468,104,73,76,14,67,21,74,18,70,9,75,9
4533,359,351,52,61.989999999999995,354,57,28,50,6,58,5,59,10,56,3,71,0
4534,258,255,11,51.52,256,32,3,52,3,52,2,43,2,45,1,31,0
4535,400,393,120,57.239999999999995,396,97,69,56,11,56,12,60,10,48,11,76,7
4536,486,480,93,79.94999999999999,484,95,57,78,15,80,11,80,7,69,1,78,2
4537,514,512,163,67.59,511,106,85,96,27,78,18,76,15,75,10,81,8
4538,473,469,135,69.86,469,81,43,76,21,89,16,76,24,69,17,78,14
4539,526,525,148,70.24000000000001,525,102,73,85,21,95,16,83,24,77,7,83,7
4540,429,424,73,51.800000000000004,424,77,43,68,8,77,9,70,9,65,4,67,0
4543,498,492,124,84.69,495,106,76,81,17,85,18,77,5,70,6,73,2
4544,558,552,218,90.44,553,140,113,88,32,78,19,75,31,81,16,90,7
4545,535,530,160,72.64,531,121,104,85,14,81,19,78,8,79,10,86,5
4546,435,430,113,68.18,432,90,58,76,20,68,17,72,9,62,4,62,5
4547,483,478,110,71.72999999999999,479,97,58,75,16,74,14,84,13,71,8,77,1
4548,134,132,7,32.21,132,17,4,26,0,24,2,20,1,22,0,23,0
4549,433,428,73,81.84,430,72,42,65,11,72,9,80,4,68,6,71,1
4550,446,436,63,69.01,446,67,33,80,13,80,8,79,6,73,3,57,0
4551,484,476,79,81.27999999999999,480,89,37,81,11,74,14,81,9,72,5,79,3
4552,450,446,96,65.64,447,64,36,82,8,88,13,83,21,68,10,61,8
4553,429,421,92,64.01,425,77,60,75,18,65,4,75,7,72,1,57,2
4555,407,404,58,75.23000000000002,406,74,37,67,9,72,4,65,7,58,1,68,0
4556,258,252,78,40.60000000000001,257,54,42,35,14,49,9,48,9,33,3,33,1
4557,383,375,46,69.27,378,53,22,68,10,66,5,62,4,64,2,62,3
4558,392,386,35,78.30000000000001,390,47,21,68,3,74,6,67,4,77,1,53,0
4560,443,439,89,63.849999999999994,441,76,42,79,17,62,6,80,19,77,4,65,1
4561,517,512,159,100.91999999999999,514,103,57,81,19,76,20,94,36,77,13,81,14
4562,463,456,24,88.11000000000001,462,59,12,84,4,85,2,80,4,80,2,68,0
4563,393,388,36,67.97,390,42,20,82,4,72,6,73,3,75,2,44,1
4564,421,417,26,76.78,419,57,15,73,5,78,3,75,3,70,0,64,0
4565,402,395,37,69.57,400,54,20,70,6,66,4,72,4,72,2,61,1
4566,513,506,141,69.75,510,108,84,67,16,90,17,87,12,78,6,76,6
4567,334,326,12,75.52000000000001,331,43,10,66,1,61,0,66,1,56,0,34,0
4568,429,424,75,64.44999999999999,425,78,51,76,4,69,8,68,9,63,1,70,2
4569,287,281,44,46.59,287,48,21,51,5,50,8,43,9,45,1,44,0
4570,535,523,139,77.54,531,111,68,89,24,84,18,87,15,69,9,83,5
4571,461,453,170,70.60999999999999,456,90,56,77,26,67,19,70,36,65,12,84,21
4572,468,461,76,68.27000000000001,466,90,50,71,10,78,12,71,3,74,1,77,0
4573,472,468,106,63.07,471,88,66,82,12,71,13,77,9,73,2,77,4
4574,478,473,57,85.13000000000001,478,63,30,84,13,98,11,88,2,78,0,62,1
4575,420,415,90,59.12,417,80,55,66,10,68,9,74,10,62,3,65,3
4578,457,453,106,73.5,454,76,55,89,17,72,13,76,13,82,8,58,0
4579,489,486,115,75.55,488,98,68,76,7,89,19,82,12,67,5,74,4
4580,465,462,100,74.38,462,89,63,73,7,79,14,71,7,65,8,85,1
4581,560,555,125,77.80000000000001,556,107,69,90,20,97,15,94,12,80,7,87,2
4583,491,481,76,72.07000000000001,487,84,42,78,14,96,11,80,8,75,1,68,0
4584,510,503,137,60.36000000000001,506,110,73,76,16,80,17,77,12,75,14,85,5
4586,494,492,121,60.769999999999996,494,99,78,82,10,76,11,84,6,72,12,79,4
4587,440,434,86,71.12,437,80,39,70,12,78,17,67,12,63,4,76,2
4588,490,486,101,72.31,488,93,56,73,10,87,18,85,7,72,9,76,1
4589,379,369,68,59.3,374,59,37,68,8,59,12,64,5,60,5,59,1
4590,479,472,137,70.77000000000001,475,113,79,83,27,67,15,69,9,69,5,71,2
4592,414,410,29,64.72,411,54,15,76,4,77,5,73,3,76,1,54,1
4593,464,457,84,75.17,457,89,58,76,10,68,9,72,6,69,1,83,0
4594,491,485,120,73.42000000000002,487,102,70,73,17,83,7,79,16,74,5,74,5
4596,509,500,106,74.7,505,100,60,82,25,81,10,80,6,79,4,78,1
4598,484,477,105,73.13000000000001,483,91,54,83,16,82,19,74,7,68,6,79,3
4600,494,484,115,63.97,490,96,71,81,13,72,17,80,7,74,5,81,2
4601,550,537,144,72.7,546,118,80,86,19,92,19,86,8,70,10,85,8
4603,449,446,65,68.52000000000001,446,69,43,79,8,76,4,83,4,75,5,64,1
4604,572,568,162,80.48,571,124,104,93,19,88,10,91,14,86,9,86,6
4607,550,546,85,96.10999999999999,549,107,55,91,8,89,8,93,4,89,5,77,5
4608,488,470,89,72.44999999999999,484,90,55,83,11,80,11,75,9,78,3,64,0
4610,510,502,136,81.62,506,90,53,81,22,87,21,82,23,81,9,81,8
4611,464,453,118,67.88000000000001,457,88,67,80,19,81,20,76,6,70,1,58,5
4614,467,454,136,60.61,462,103,76,69,19,71,17,72,17,61,5,78,2
4615,375,372,27,70.58,375,49,17,73,3,71,2,64,4,70,1,45,0
4618,410,405,47,68.03,406,57,23,77,13,70,5,69,2,69,3,63,1
4619,392,386,58,68.16,389,55,22,64,8,68,9,74,8,72,9,53,2
4623,470,465,53,74.05,469,65,30,90,8,84,5,79,5,80,4,67,1
4624,460,454,125,74.92,455,83,54,81,23,78,17,69,17,73,11,70,3
4625,397,391,51,62.84,394,47,27,72,8,81,8,72,7,64,1,55,0
4626,326,320,35,67.03,323,44,16,64,8,53,9,50,1,60,1,49,0
4627,367,361,99,54.18000000000001,362,73,43,63,18,58,16,57,12,55,6,55,4
4630,466,459,97,79.91,462,95,51,65,11,77,14,77,11,64,8,81,2
4631,410,403,77,60.42,407,65,43,72,10,73,11,66,7,69,5,58,1
4632,408,399,34,75.41,406,58,22,76,5,70,4,67,0,71,2,57,1
4633,453,449,66,73.72,451,71,40,78,8,83,9,77,4,75,5,65,0
4635,348,343,54,46.16,344,52,27,63,6,59,7,58,8,59,4,52,2
4636,316,315,29,58.290000000000006,316,45,12,57,1,66,10,51,4,51,1,45,1
4637,418,416,66,68.11000000000001,416,65,34,74,8,65,8,78,12,76,4,58,0
4638,441,438,55,83.16,441,64,30,79,7,80,7,80,7,72,3,63,1
4639,447,442,47,74.4,444,58,27,82,6,84,9,82,3,82,2,54,0
4640,539,529,112,77.47,535,104,70,83,9,90,16,92,8,91,9,69,0
4641,414,400,52,74.33000000000001,410,57,29,71,8,67,8,74,5,72,1,59,1
4642,435,432,132,67.46000000000001,434,99,81,72,16,73,17,68,6,61,8,59,4
4643,463,454,127,64.47,460,95,78,73,16,73,14,79,8,68,6,66,5
4644,419,412,82,63.47,418,75,44,65,13,69,10,83,11,62,4,58,0
4645,479,474,127,66.22000000000001,477,99,72,74,17,83,11,69,15,69,7,80,5
4648,386,378,46,57.76,383,53,25,76,6,70,6,62,4,71,4,46,1
4649,532,526,101,70.74,531,98,54,88,15,91,13,90,13,74,4,85,2
4650,389,383,97,54.8,385,76,58,69,14,62,12,61,9,60,2,55,2
4651,354,349,28,59.519999999999996,350,42,13,61,4,61,5,68,2,59,2,58,2
4652,493,483,79,79.22,489,87,39,80,10,91,9,80,11,64,6,81,4
4653,513,508,158,75.12,511,121,97,83,23,81,13,78,14,68,9,77,2
4654,425,422,91,63.55,422,85,58,68,12,69,12,70,6,64,1,66,2
4656,420,413,51,64.69,418,60,24,74,10,71,8,76,7,72,2,60,0
4659,549,547,146,78.31,548,116,87,98,19,85,15,85,11,79,12,84,2
4660,276,271,16,53.25,275,33,7,49,4,51,4,52,1,48,0,38,0
4661,363,354,39,67.45,362,54,24,61,12,60,0,59,1,65,1,55,1
4662,50,49,1,9.52,49,6,0,9,0,8,1,8,0,11,0,7,0
4663,241,237,39,34.85000000000001,239,38,18,47,5,40,6,29,4,45,4,38,2
4664,371,369,28,70.81,371,50,10,70,5,73,10,65,2,61,1,50,0
4665,377,365,16,65.81,374,47,7,63,4,74,1,67,3,57,0,57,1
4666,324,321,31,51.709999999999994,322,42,17,62,3,58,5,53,2,56,4,50,0
4669,398,387,36,67.24,394,48,19,70,5,79,6,66,4,73,1,51,1
4672,426,424,28,78.52000000000001,426,52,8,82,4,77,7,81,4,77,3,55,2
4674,490,485,75,74.58,490,92,45,75,8,84,9,82,8,82,5,70,0
4675,355,351,54,46.599999999999994,353,51,22,67,7,50,8,62,9,65,5,56,3
4676,447,442,54,70.91000000000001,447,69,29,83,8,75,8,71,7,79,1,65,1
4677,416,407,104,62.54,414,87,55,67,18,54,9,69,15,58,3,72,4
4678,381,378,68,62.19,378,65,44,72,8,63,9,59,3,67,3,52,1
4679,487,483,116,77.53999999999999,486,96,63,81,14,80,17,78,8,77,10,71,4
4680,380,373,39,76.65,379,65,24,73,7,63,3,55,2,67,2,50,1
4681,324,318,22,55.19,322,39,10,62,2,57,5,57,4,55,1,48,0
4682,522,517,141,71.39000000000001,521,109,85,78,16,83,18,86,12,80,8,81,2
4683,231,221,27,30.28,224,7,3,18,2,62,10,49,5,41,2,44,5
4684,436,429,75,68.43,433,70,43,74,9,70,11,78,7,58,4,79,1
4685,444,438,133,61.13,437,101,75,66,17,58,19,73,8,62,9,78,5
4686,501,498,136,71.53,499,103,79,83,12,84,16,82,16,68,10,78,3
4688,519,518,136,69.1,517,110,76,85,19,78,20,79,7,75,9,91,5
4689,309,307,62,49.040000000000006,309,60,36,46,7,54,7,47,5,50,4,50,3
4690,136,133,24,22.240000000000002,135,22,12,23,6,27,5,20,1,24,0,17,0
4691,410,404,46,66.32999999999998,406,57,29,80,10,71,5,70,1,70,1,56,0
4692,382,375,59,54.480000000000004,378,58,22,63,6,67,4,65,8,63,10,59,9
4693,474,469,37,88.91999999999999,474,57,17,92,9,88,4,91,2,87,3,54,2
4694,296,292,36,54.33,294,44,13,52,12,49,5,50,4,52,2,45,0
4695,437,433,69,70.10000000000001,434,75,42,73,6,78,5,72,9,71,5,64,2
4697,430,425,27,77.00000000000001,429,58,17,80,1,77,6,74,3,75,0,61,0
4700,473,468,101,70.77000000000001,473,87,59,81,13,78,6,80,14,70,8,72,1
4702,436,428,131,60.050000000000004,432,93,65,68,9,65,25,70,15,61,13,71,4
4703,505,494,126,71.31,498,110,76,83,16,83,17,73,9,65,4,80,4
4704,574,565,140,83.99000000000001,571,107,78,100,14,98,25,91,12,83,8,86,3
4705,421,417,62,62.620000000000005,419,59,36,80,11,78,6,71,8,72,1,57,0
4706,517,510,103,85.06,515,102,59,79,15,88,13,76,9,82,6,83,1
4708,375,372,16,70.12,372,52,11,66,2,68,0,74,2,59,1,53,0
4709,488,479,82,78.64,485,86,50,75,13,89,8,78,9,70,2,81,0
4710,543,538,117,79.87,541,113,78,88,17,95,11,79,5,79,3,84,3
4711,427,419,63,64.75,425,66,28,75,10,69,11,73,8,72,5,64,1
4713,568,558,153,75.80000000000001,566,121,89,92,21,81,18,82,13,88,11,94,1
4714,396,391,36,69.4,393,60,23,78,5,75,4,65,1,60,2,53,1
4715,414,410,123,53.84,411,89,57,70,24,61,17,63,10,57,12,70,3
4718,449,443,102,66.47,445,87,52,72,20,70,11,74,7,71,7,69,5
4719,515,511,154,68.77,514,113,97,82,17,80,18,77,6,77,12,82,4
4720,359,353,37,69.04,357,53,18,64,6,67,9,56,3,62,0,51,1
4723,401,394,52,66.33,398,54,16,67,10,69,7,72,6,68,9,64,4
4724,317,307,13,57.5,312,32,7,55,3,60,1,60,1,55,1,45,0
4725,405,403,51,77.05,403,54,23,74,8,75,8,68,7,75,3,57,2
4726,131,131,13,19.32,131,20,6,27,1,27,2,22,3,20,1,15,0
4727,396,389,39,60.41,390,50,23,68,5,74,3,76,6,68,2,53,0
4728,411,408,54,76.02000000000001,409,63,36,71,7,70,8,70,3,69,0,65,0
4729,342,330,33,59.410000000000004,336,44,14,60,5,57,4,56,4,57,5,56,1
4730,350,332,53,60.19,338,53,25,54,11,62,8,56,5,58,3,49,1
4731,402,394,57,60.91,399,55,29,75,8,70,6,68,5,65,8,61,1
