phase,race_id,fetched_at,t1,t2,t3,t4,t5,t6,s123,s124,s125,s126,s132,s134,s135,s136,s142,s143,s145,s146,s152,s153,s154,s156,s162,s163,s164,s165,s213,s214,s215,s216,s231,s234,s235,s236,s241,s243,s245,s246,s251,s253,s254,s256,s261,s263,s264,s265,s312,s314,s315,s316,s321,s324,s325,s326,s341,s342,s345,s346,s351,s352,s354,s356,s361,s362,s364,s365,s412,s413,s415,s416,s421,s423,s425,s426,s431,s432,s435,s436,s451,s452,s453,s456,s461,s462,s463,s465,s512,s513,s514,s516,s521,s523,s524,s526,s531,s532,s534,s536,s541,s542,s543,s546,s561,s562,s563,s564,s612,s613,s614,s615,s621,s623,s624,s625,s631,s632,s634,s635,s641,s642,s643,s645,s651,s652,s653,s654
live,2026-08-08-05-04,2026-08-08T12:54:33+09:00,1.9,0.0,1.5,8.6,0.0,17.2,19.3,82.6,114.0,23.5,30.0,114.9,84.4,34.5,173.6,188.6,272.9,142.8,127.3,148.3,206.5,169.8,32.6,42.4,107.6,144.1,29.3,103.9,171.7,32.3,34.1,91.5,99.2,15.5,231.5,203.7,527.0,103.9,218.3,171.7,436.6,132.9,19.3,15.7,77.9,104.6,52.8,119.4,99.8,54.3,48.8,80.4,89.3,20.7,218.3,134.0,272.9,179.8,238.8,108.3,325.1,228.1,62.3,25.9,162.5,171.7,218.3,224.7,332.2,299.6,413.0,231.5,436.6,169.8,527.0,272.9,372.7,332.2,391.9,477.6,402.2,424.5,318.4,181.9,242.6,611.3,238.8,235.1,347.3,242.6,238.8,148.3,449.5,206.5,402.2,191.0,694.7,391.9,449.5,849.1,664.5,849.1,355.4,250.5,463.1,527.0,34.7,66.1,215.2,228.1,27.9,19.1,130.6,136.4,40.9,24.1,175.6,181.9,283.0,198.4,259.0,382.1,288.3,277.8,277.8,587.8
live,2026-08-08-09-06,2026-08-08T12:54:54+09:00,1.7,22.5,2.8,0.0,0.0,2.8,14.4,52.6,258.7,24.1,18.5,74.9,322.3,22.8,133.1,149.3,187.4,140.2,437.4,483.4,835.1,680.4,23.7,23.4,101.5,282.6,26.5,61.4,291.6,39.7,30.8,64.2,274.2,15.0,161.1,208.7,918.6,218.7,448.1,471.0,765.5,408.2,43.8,19.5,112.0,244.9,33.3,71.2,311.4,31.6,34.6,69.5,262.4,18.5,129.3,122.4,390.9,102.6,459.3,229.6,734.9,496.5,29.7,18.2,59.4,140.2,241.7,437.4,483.4,510.3,251.6,258.7,680.4,287.0,374.9,367.4,633.5,255.1,244.9,835.1,835.1,656.1,296.3,291.6,232.5,574.1,574.1,680.4,1224.0,874.8,734.9,680.4,1148.0,835.1,1224.0,798.8,798.8,918.6,918.6,1531.0,1531.0,1312.0,918.6,798.8,874.8,1148.0,36.1,37.8,244.9,193.3,49.6,24.8,145.8,316.7,46.9,23.6,126.7,255.1,282.6,244.9,181.9,459.3,322.3,360.2,390.9,592.6
live,2026-08-08-10-10,2026-08-08T12:55:16+09:00,2.1,1.3,18.1,20.7,72.7,0.0,5.6,12.2,13.2,74.6,9.9,18.8,20.4,119.3,23.3,33.3,37.1,118.5,28.2,41.5,58.5,173.7,307.5,333.4,469.3,399.2,17.9,37.1,32.7,156.4,44.0,68.4,48.8,255.2,100.5,140.6,129.7,430.5,102.9,89.2,158.9,400.9,669.0,892.1,1207.0,961.3,49.2,77.2,62.0,272.7,74.0,106.7,80.7,330.0,186.8,174.9,202.9,618.9,162.6,120.7,255.2,707.3,916.8,961.3,1178.0,1338.0,71.3,129.7,87.6,256.5,126.1,174.6,141.8,340.2,259.9,262.6,278.1,697.3,107.9,117.7,196.8,211.5,529.5,626.7,839.1,483.0,112.0,137.7,170.4,313.3,176.8,149.5,206.3,389.8,301.9,198.0,366.7,697.3,176.8,182.3,312.3,295.5,717.5,853.6,952.1,579.0,1053.0,1523.0,2539.0,2063.0,1456.0,1456.0,2357.0,1980.0,1800.0,1707.0,2302.0,2475.0,2357.0,2829.0,3414.0,1222.0,2357.0,2829.0,2829.0,1178.0
live,2026-08-08-17-05,2026-08-08T12:55:37+09:00,1.0,7.5,0.0,15.0,15.0,7.5,18.0,19.8,100.6,46.7,18.1,11.8,55.9,21.5,27.9,15.6,112.8,21.0,245.3,109.0,128.2,258.2,68.1,43.8,37.9,220.5,41.1,50.7,175.2,87.6,66.0,45.9,146.4,87.2,95.2,58.2,183.4,67.9,350.5,377.4,467.3,321.7,196.2,146.4,159.5,338.4,40.6,24.5,75.7,43.6,79.4,52.9,236.5,99.1,41.6,34.6,112.1,46.5,245.3,211.0,350.5,400.6,87.2,110.9,91.3,202.3,94.8,79.7,176.8,93.9,133.5,70.6,332.7,130.8,93.9,71.1,272.6,78.8,223.0,297.4,327.1,164.9,111.5,129.9,123.4,180.0,436.2,152.1,400.6,701.0,446.1,321.7,613.4,545.2,280.4,436.2,1226.0,817.9,456.5,594.8,754.9,356.9,654.3,633.2,754.9,545.2,186.9,164.9,185.1,633.2,350.5,280.4,316.6,701.0,200.3,242.3,213.3,853.4,245.3,297.4,261.7,503.3,853.4,892.2,1402.0,654.3
live,2026-08-08-04-05,2026-08-08T13:44:53+09:00,2.9,8.0,8.0,2.0,8.0,8.0,67.7,44.5,46.2,154.6,53.3,10.3,10.1,111.6,35.2,10.6,12.6,65.4,50.8,36.1,19.3,106.7,235.1,237.1,194.1,157.2,109.5,89.8,175.3,199.4,195.4,215.8,239.0,567.1,129.7,196.7,178.5,280.8,206.6,340.3,245.1,498.7,451.9,672.7,498.7,933.1,84.8,38.6,48.8,116.6,160.7,111.6,149.8,251.5,55.3,110.8,64.5,180.7,85.8,140.4,89.8,222.5,401.7,396.2,262.9,348.5,58.2,39.5,17.3,85.8,117.5,209.6,129.7,195.4,57.7,198.1,58.0,211.1,24.5,102.9,71.7,63.5,227.7,225.9,348.5,222.5,138.4,92.7,56.6,191.5,208.1,272.8,241.0,482.1,117.5,292.1,139.0,348.5,63.4,235.1,126.8,205.1,375.6,642.8,413.2,275.4,567.1,741.7,380.6,781.8,1205.0,1257.0,688.7,1807.0,964.2,1257.0,723.1,781.8,466.5,688.7,903.9,602.6,705.5,1314.0,933.1,741.7
live,2026-08-08-14-11,2026-08-08T13:45:13+09:00,1.0,37.1,37.1,6.7,0.0,37.1,10.6,9.1,54.8,16.2,14.5,14.9,79.1,47.4,11.9,26.5,50.5,17.5,125.9,132.8,139.5,143.0,35.0,59.0,41.1,147.4,56.5,26.8,120.9,41.2,110.9,168.1,222.6,192.1,46.5,113.1,149.4,71.2,218.3,300.1,431.0,517.2,94.1,258.6,159.3,410.0,99.7,100.9,177.8,125.4,140.6,164.8,192.1,221.1,166.4,192.1,317.1,215.5,339.5,250.8,357.6,454.3,300.1,300.1,205.0,494.4,37.7,113.1,97.7,54.9,62.3,207.5,231.8,89.8,250.8,289.8,305.6,277.8,188.8,205.0,275.5,170.6,96.3,105.3,184.7,159.3,245.4,377.7,200.1,249.0,395.5,339.5,509.3,332.8,533.6,517.2,747.1,730.8,329.6,480.2,622.5,357.6,611.2,686.1,884.7,525.3,110.2,236.7,127.3,487.2,181.7,480.2,250.8,820.0,436.6,659.2,390.9,1120.0,202.5,245.4,346.6,473.5,560.3,908.6,988.8,622.5
live,2026-08-08-16-07,2026-08-08T13:45:32+09:00,1.6,3.3,23.2,23.2,0.0,2.9,30.4,65.4,86.6,14.4,56.6,134.1,129.9,40.2,154.7,235.6,247.2,57.1,200.1,244.8,198.5,235.6,12.1,25.2,42.1,69.0,58.2,110.6,68.3,26.1,143.2,376.3,283.3,112.5,319.2,420.2,615.0,327.4,277.1,400.2,933.9,323.2,19.0,68.7,206.6,152.8,42.6,162.6,140.0,39.4,152.8,249.6,254.7,115.1,185.4,206.6,200.1,208.4,198.5,175.1,257.3,283.3,43.3,40.9,254.7,307.5,345.4,382.0,406.7,315.2,365.4,681.5,720.4,303.8,370.8,615.0,331.8,475.7,345.4,536.5,370.8,427.4,280.1,283.3,434.7,615.0,400.2,394.0,525.3,387.9,475.7,586.4,933.9,442.4,434.7,560.3,400.2,600.4,400.2,969.8,504.3,458.4,573.1,475.7,525.3,700.4,12.1,15.5,39.7,36.2,17.1,39.2,117.8,50.9,22.5,31.7,113.5,120.6,52.1,169.2,221.2,262.6,53.9,242.4,203.3,303.8
live,2026-08-08-05-07,2026-08-08T14:27:59+09:00,1.0,0.0,0.0,0.0,0.0,6.7,16.5,19.3,58.2,7.4,25.8,68.7,120.3,21.0,42.9,106.6,134.9,25.4,133.9,191.5,179.9,89.5,6.9,16.5,15.1,44.8,67.2,64.5,160.4,36.6,137.0,254.4,371.0,254.4,153.5,342.5,404.7,183.6,371.0,614.1,574.5,371.0,60.3,150.9,189.4,494.7,114.1,200.1,181.7,153.5,164.9,195.7,301.8,237.4,342.5,240.6,556.5,404.7,404.7,212.0,636.1,685.0,169.6,219.8,307.0,685.0,144.8,291.9,240.6,75.1,258.1,387.1,342.5,202.3,574.5,523.8,508.8,349.2,349.2,556.5,685.0,296.8,76.4,159.0,258.1,269.8,329.8,378.9,593.7,265.8,301.8,329.8,508.8,371.0,508.8,445.2,1619.0,685.0,481.3,989.5,1187.0,539.7,307.0,424.0,809.5,556.5,20.6,41.8,36.0,80.5,40.1,119.5,135.9,222.6,113.4,225.4,234.3,404.7,82.8,189.4,247.3,296.8,301.8,378.9,890.5,636.1
live,2026-08-08-09-09,2026-08-08T14:28:19+09:00,1.1,2.7,0.0,12.3,0.0,24.7,9.1,7.1,54.2,8.9,19.4,27.6,98.3,39.2,11.5,26.8,79.3,19.3,157.2,244.8,218.0,143.3,33.9,60.9,51.9,82.3,26.0,21.5,111.8,22.4,89.1,141.0,294.9,142.5,53.4,114.3,337.0,97.9,312.6,291.6,471.8,425.4,65.5,174.1,181.4,471.8,112.3,125.3,324.4,190.8,186.7,218.0,387.3,301.7,198.1,251.9,540.6,411.9,381.6,221.8,499.0,603.5,355.5,387.3,701.4,926.8,44.8,94.0,155.4,69.2,57.8,161.1,249.5,123.0,136.5,219.9,633.0,418.5,158.2,301.7,399.2,282.0,148.3,185.3,360.4,432.5,489.6,603.5,552.1,508.8,648.8,489.6,894.9,865.1,998.1,576.7,926.8,1038.0,617.9,763.3,1128.0,837.1,455.3,837.1,1179.0,865.1,77.9,489.6,279.0,633.0,99.8,432.5,370.7,1235.0,589.8,552.1,998.1,837.1,332.7,432.5,648.8,961.2,540.6,811.0,1235.0,894.9
live,2026-08-08-05-08,2026-08-08T15:04:52+09:00,1.9,39.7,1.4,19.8,0.0,19.8,22.8,117.7,122.5,66.8,7.8,16.9,20.2,7.7,261.9,121.8,281.3,169.0,245.1,101.7,295.1,277.5,80.2,26.8,140.1,218.3,101.4,270.4,335.3,338.0,104.2,315.1,523.9,423.3,505.0,441.2,1445.0,952.6,445.9,748.4,1352.0,1676.0,364.4,558.8,974.7,1552.0,11.7,22.9,23.3,10.5,52.9,196.7,194.9,110.8,67.7,159.3,169.0,101.7,85.0,183.8,211.6,146.0,24.4,73.4,86.7,116.1,790.8,327.4,574.1,911.2,1103.0,855.4,1074.0,806.0,361.3,410.9,410.9,367.6,698.5,838.3,1022.0,806.0,931.4,1164.0,891.8,1746.0,676.0,303.7,1132.0,1047.0,530.5,616.4,1103.0,855.4,330.0,838.3,2095.0,873.2,873.2,2465.0,2328.0,1352.0,1270.0,1397.0,873.2,1445.0,45.8,16.2,177.6,103.7,90.1,94.4,566.4,322.4,18.2,45.6,131.8,78.0,432.1,748.4,381.0,838.3,590.3,1047.0,487.3,1103.0
live,2026-08-08-12-01,2026-08-08T15:05:11+09:00,1.1,2.2,0.0,0.0,0.0,0.0,15.8,13.7,50.9,42.6,31.1,48.8,69.0,81.9,21.8,56.2,61.6,71.6,92.1,116.5,93.0,230.3,172.7,261.4,144.3,268.7,19.8,13.7,70.6,57.2,63.2,38.3,138.1,161.2,19.9,22.7,37.4,24.3,132.5,175.8,108.6,254.5,235.9,214.9,87.9,224.9,56.9,97.7,119.4,201.5,79.2,75.5,169.7,186.0,161.2,104.0,322.4,284.5,268.7,134.3,284.5,744.1,537.4,261.4,483.6,483.6,40.9,102.9,67.6,95.7,27.3,35.0,44.1,42.8,205.8,84.8,241.8,322.4,119.4,87.9,214.9,113.8,163.9,87.1,261.4,163.9,205.8,276.3,201.5,261.4,268.7,214.9,153.5,276.3,276.3,230.3,483.6,569.0,148.8,151.1,284.5,219.8,537.4,372.0,483.6,345.4,322.4,569.0,403.0,806.1,483.6,460.6,241.8,690.9,386.9,483.6,509.1,967.3,372.0,214.9,690.9,358.2,569.0,644.9,1074.0,509.1
live,2026-08-08-17-09,2026-08-08T15:05:33+09:00,1.2,0.0,0.0,0.0,1.8,0.0,14.3,20.3,87.7,53.7,13.6,5.3,43.8,20.4,15.1,6.9,49.7,17.0,200.5,83.3,132.6,212.6,118.0,67.0,59.7,178.7,116.9,114.2,316.2,197.3,216.4,308.3,328.9,493.4,200.5,312.2,536.3,385.4,440.5,573.7,881.1,1174.0,536.3,881.1,704.8,1541.0,66.3,22.9,96.3,52.8,176.2,152.2,397.9,337.9,46.4,107.7,160.2,74.9,214.5,239.5,224.2,352.4,237.2,404.4,139.3,425.3,65.7,34.4,105.4,58.7,178.7,271.1,249.2,283.5,50.6,160.2,210.8,91.7,203.8,333.3,290.2,308.3,116.9,268.1,177.4,300.8,333.3,391.6,357.5,560.7,536.3,560.7,795.8,986.8,411.1,649.2,649.2,548.2,418.1,666.7,513.9,524.9,1027.0,1370.0,822.3,881.1,379.5,397.9,222.2,573.7,704.8,1298.0,573.7,881.1,432.8,685.3,232.7,524.9,316.2,649.2,342.6,1233.0,1644.0,2467.0,2741.0,1298.0
live,2026-08-08-18-10,2026-08-08T15:05:51+09:00,2.8,14.4,2.0,14.4,3.1,28.8,48.0,85.0,46.7,122.7,33.1,27.1,7.5,31.2,110.3,63.4,54.4,129.8,38.8,10.7,44.2,29.8,318.6,138.4,286.0,114.0,147.2,261.6,171.8,382.0,195.6,380.3,199.7,551.7,442.3,492.8,525.3,857.3,245.0,250.1,558.8,605.0,883.2,940.0,1322.0,1008.0,58.5,42.2,12.7,44.9,144.7,167.9,110.7,290.1,67.9,170.3,46.2,118.0,14.5,57.6,34.6,23.6,148.8,411.2,212.7,69.3,310.7,157.1,128.0,297.4,491.9,494.7,479.4,676.6,166.3,441.6,124.8,310.0,139.8,349.5,137.2,206.5,502.2,877.3,606.4,440.8,92.0,21.9,94.6,58.8,199.5,204.9,354.2,378.7,24.6,121.0,80.6,53.5,157.0,346.7,137.7,210.0,110.9,351.4,100.2,250.4,762.9,689.0,1190.0,401.2,1687.0,1778.0,1880.0,1438.0,637.3,1504.0,1016.0,269.4,1290.0,1921.0,1271.0,877.3,350.4,1185.0,263.9,756.3
live,2026-08-08-05-10,2026-08-08T16:08:27+09:00,1.0,0.0,0.0,12.0,24.0,9.6,9.1,23.6,24.0,12.9,9.0,27.1,20.2,9.4,43.7,58.5,57.6,34.4,43.7,38.7,75.8,58.3,25.3,20.4,47.0,64.0,44.5,126.1,128.1,67.0,73.1,236.3,320.3,199.5,261.7,342.8,760.7,374.5,316.1,517.9,785.2,496.8,128.8,264.6,553.2,695.5,32.1,72.6,59.8,43.0,60.1,116.4,139.9,131.5,184.4,225.4,566.1,304.3,190.1,243.4,676.2,427.0,97.7,256.2,316.1,392.6,190.1,227.5,177.6,140.7,296.8,412.6,517.9,347.7,363.3,412.6,640.6,380.3,209.8,624.2,839.4,392.6,185.8,392.6,468.1,405.7,293.3,194.7,442.6,276.6,296.8,363.3,760.7,450.8,243.4,459.3,1352.0,737.7,399.0,1521.0,1872.0,624.2,392.6,640.6,936.3,676.2,73.1,54.3,296.8,300.5,187.2,286.4,869.4,936.3,109.1,296.8,486.8,737.7,412.6,936.3,811.4,901.6,566.1,1521.0,1432.0,1281.0
live,2026-08-08-09-12,2026-08-08T16:08:49+09:00,1.5,1.8,16.8,0.0,0.0,11.2,2.8,10.5,15.8,13.9,11.1,27.8,46.4,36.2,37.5,66.2,120.0,88.9,53.1,88.9,160.0,90.8,55.6,88.2,170.9,190.5,12.1,32.4,42.7,28.5,41.1,132.7,165.3,146.6,133.2,227.6,565.3,493.7,159.3,287.3,523.1,427.4,183.5,134.3,438.1,637.3,65.3,140.7,243.4,269.6,92.7,212.4,385.2,361.3,333.8,321.5,922.4,1001.0,480.1,337.0,947.3,745.8,973.7,661.3,1168.0,876.3,261.5,357.6,493.7,604.3,372.9,343.6,876.3,455.2,407.5,389.4,1062.0,1298.0,368.9,834.6,1348.0,1001.0,854.9,947.3,1752.0,1402.0,203.7,625.9,778.9,486.8,278.2,523.1,1030.0,687.3,715.3,539.2,1001.0,778.9,898.8,1460.0,1669.0,1030.0,455.2,701.0,762.0,1208.0,230.6,398.3,715.3,715.3,321.5,402.9,614.9,876.3,637.3,574.6,854.9,922.4,834.6,1062.0,1251.0,1208.0,973.7,1095.0,898.8,947.3
live,2026-08-08-12-03,2026-08-08T16:09:09+09:00,1.0,9.9,49.5,49.5,49.5,8.2,9.4,21.5,47.3,15.7,7.3,9.7,31.4,6.4,31.4,22.4,70.4,26.2,135.8,87.9,127.6,145.1,24.0,15.4,34.9,123.5,70.3,141.5,261.2,121.3,144.5,452.8,556.8,208.3,314.4,665.9,893.8,606.5,679.3,828.4,1213.0,893.8,326.5,305.9,828.4,1358.0,55.6,58.5,109.2,37.3,142.7,247.9,353.8,146.4,130.1,267.4,394.9,168.9,283.0,329.7,870.9,870.9,101.0,161.7,205.8,530.7,164.8,113.5,147.0,127.6,357.5,606.5,828.4,424.5,176.9,446.9,585.6,311.6,235.8,870.9,808.6,653.1,295.3,566.0,419.3,707.6,339.6,217.7,212.2,317.4,1306.0,870.9,1095.0,1543.0,373.2,917.9,2612.0,1358.0,311.6,1787.0,2122.0,828.4,1698.0,1997.0,1787.0,2264.0,156.5,75.4,295.3,693.1,365.2,269.5,1029.0,1476.0,131.6,232.6,343.0,1306.0,514.6,1213.0,556.8,1787.0,1476.0,1698.0,1886.0,1415.0
live,2026-08-08-15-03,2026-08-08T16:09:28+09:00,1.5,0.0,3.0,0.0,6.0,6.0,71.9,132.3,83.7,258.7,37.9,14.5,12.3,105.7,97.2,33.5,46.0,298.7,48.8,12.7,27.1,114.1,371.5,278.6,452.8,278.6,170.4,268.3,325.6,658.7,235.6,150.9,191.9,644.0,333.1,252.0,414.0,658.7,276.0,247.7,546.8,934.9,690.0,905.7,805.0,1035.0,56.2,17.3,15.5,89.1,143.4,77.2,132.3,381.3,16.3,61.2,19.0,81.8,19.8,71.7,23.6,114.1,249.8,263.4,177.8,214.6,169.4,66.6,114.1,325.6,298.7,249.8,426.2,333.1,46.8,154.9,57.5,207.0,110.6,270.8,103.5,397.0,426.2,445.8,386.4,706.9,90.8,19.9,40.6,156.6,207.0,189.4,273.4,658.7,28.1,103.8,43.9,191.9,81.4,204.1,76.6,357.8,426.2,658.7,391.6,616.6,591.4,706.9,1260.0,828.0,966.1,966.1,1159.0,1207.0,674.0,905.7,658.7,706.9,1159.0,603.8,852.4,1207.0,743.1,905.7,878.2,1207.0
live,2026-08-08-20-03,2026-08-08T16:09:49+09:00,0.0,2.6,0.0,0.0,5.2,1.3,59.6,42.6,119.2,37.5,57.6,18.6,181.9,17.1,100.6,89.8,354.7,90.9,132.6,189.2,346.1,337.8,47.4,16.7,49.9,248.9,46.6,22.7,93.3,23.3,72.0,67.2,240.5,41.9,50.3,61.7,258.0,31.2,130.1,394.2,330.0,248.9,23.2,35.8,18.1,173.0,110.0,124.4,177.3,104.3,115.3,88.6,232.6,79.2,166.9,118.2,405.4,122.3,240.5,159.4,394.2,363.8,114.4,87.0,110.8,354.7,126.7,124.4,283.8,83.4,91.5,86.0,278.2,37.4,173.0,115.3,383.5,93.3,363.8,473.0,363.8,443.4,101.3,48.6,86.0,473.0,189.2,417.3,617.0,545.8,218.3,617.0,709.5,363.8,525.6,886.9,788.4,675.7,405.4,354.7,746.9,506.8,645.0,525.6,675.7,489.3,53.3,109.1,91.5,289.6,55.4,30.5,33.8,205.6,140.5,62.7,126.7,240.5,118.2,50.6,87.6,330.0,394.2,232.6,363.8,394.2
live,2026-08-08-04-11,2026-08-08T16:56:30+09:00,2.2,4.7,2.4,12.6,12.6,9.4,5.2,15.3,27.3,23.2,5.9,14.9,19.2,20.3,28.9,39.4,74.8,68.5,60.9,55.5,126.1,132.9,73.1,76.5,143.5,190.2,24.4,54.1,113.3,99.5,35.2,172.6,197.6,238.8,147.6,207.8,445.3,340.1,336.0,445.3,623.5,768.7,301.7,529.4,438.4,758.3,21.2,57.2,68.7,64.8,36.2,120.9,179.2,171.0,129.6,150.4,282.0,248.3,196.2,279.2,409.6,448.9,194.8,379.1,412.6,590.7,115.2,152.0,187.6,223.5,175.9,276.4,384.3,279.2,236.7,295.3,330.1,409.6,296.9,496.6,463.7,519.6,456.2,328.1,779.4,609.9,235.7,233.8,403.7,487.9,320.6,418.8,603.4,539.6,304.9,505.5,728.8,863.3,492.2,837.6,935.3,645.0,768.7,790.4,890.7,1100.0,283.4,338.0,550.1,890.7,425.1,748.2,479.6,1058.0,381.7,738.4,1058.0,1219.0,1002.0,597.0,1368.0,1336.0,1058.0,1247.0,1558.0,1603.0
live,2026-08-08-12-05,2026-08-08T16:56:50+09:00,1.0,68.2,34.1,17.0,0.0,6.8,38.7,37.9,100.6,51.0,37.7,12.9,56.3,12.4,15.2,12.2,15.0,6.7,161.3,94.6,91.1,60.8,52.4,18.0,12.0,52.4,166.0,262.2,415.7,321.5,290.5,639.1,964.7,631.2,325.6,581.0,587.7,929.7,786.6,1111.0,1043.0,2556.0,1002.0,1247.0,1763.0,2840.0,176.3,76.7,230.3,81.9,237.8,345.5,491.6,608.7,133.8,343.1,506.2,199.7,426.1,581.0,710.1,601.5,213.0,838.2,306.1,824.7,83.0,47.9,50.0,18.8,236.7,415.7,357.5,343.1,120.3,387.3,460.6,162.3,86.8,244.6,249.4,84.9,29.8,136.3,97.2,60.5,647.2,491.6,319.5,350.2,786.6,946.9,741.0,1189.0,774.7,1217.0,1345.0,1278.0,285.6,852.2,1111.0,334.2,511.3,1460.0,1217.0,440.8,204.5,104.3,53.5,231.3,811.6,866.6,1022.0,1893.0,206.1,838.2,334.2,1420.0,71.5,308.0,223.2,244.6,631.2,1549.0,897.0,639.1
live,2026-08-08-15-05,2026-08-08T16:57:10+09:00,1.3,5.2,0.0,5.2,5.2,0.0,56.5,34.7,66.9,60.0,65.5,55.3,91.1,133.8,29.3,74.6,21.3,23.4,106.0,165.9,63.4,88.6,107.2,178.0,52.1,122.8,102.1,83.6,147.0,151.6,196.0,192.1,152.8,202.2,112.2,190.3,114.1,126.0,215.6,206.5,176.4,223.1,233.8,245.7,167.3,269.6,119.8,107.8,112.2,164.5,208.7,122.0,157.8,151.6,184.8,170.2,93.3,150.4,220.5,143.7,159.1,179.7,510.8,181.4,245.7,231.0,38.8,79.5,20.8,20.1,52.7,134.8,63.6,70.3,151.6,173.3,94.6,97.0,25.2,42.4,88.6,14.9,26.7,58.4,75.2,20.2,213.3,255.4,84.0,121.3,318.2,196.0,188.4,265.9,248.8,206.5,366.2,303.3,66.2,113.5,223.1,41.2,155.2,281.3,285.4,55.9,188.4,373.2,119.8,346.6,262.3,294.1,273.4,510.8,413.0,294.1,373.2,473.4,107.8,167.3,303.3,58.8,273.4,334.6,346.6,73.5
live,2026-08-08-24-05,2026-08-08T16:57:30+09:00,10.8,1.8,3.1,0.0,2.7,0.0,29.4,19.1,12.1,33.5,91.2,122.2,86.7,256.7,41.6,180.7,52.4,90.8,15.0,56.3,37.8,53.7,133.2,381.2,205.9,185.1,46.3,20.8,17.4,37.1,98.9,116.6,119.5,126.6,37.7,136.5,20.7,17.9,24.8,112.6,50.7,34.9,84.0,320.9,81.2,89.3,151.6,186.9,162.4,250.0,211.5,242.2,230.6,323.6,265.5,296.2,363.3,267.4,353.3,253.3,534.8,542.3,463.9,442.6,350.0,500.1,57.4,329.1,71.3,130.1,82.2,308.0,115.9,82.8,442.6,401.1,388.9,337.8,71.3,74.2,381.2,149.2,130.5,116.3,323.6,161.8,30.3,131.4,73.2,97.2,41.6,159.1,83.3,121.1,212.7,222.6,377.5,359.9,104.6,107.2,373.8,213.9,258.4,242.2,463.9,437.6,258.4,895.5,487.4,392.9,337.8,895.5,265.5,381.2,916.9,1040.0,740.5,895.5,583.4,346.9,819.3,837.1,475.4,469.6,837.1,819.3
live,2026-08-08-12-06,2026-08-08T17:25:00+09:00,2.3,4.8,3.4,0.0,5.2,4.4,14.2,61.1,38.5,11.1,9.6,53.0,19.6,6.3,130.1,121.9,182.3,85.1,87.2,56.2,186.9,48.9,11.6,8.6,50.2,27.2,88.1,246.9,213.5,69.4,153.0,600.0,468.7,208.3,535.7,869.6,789.5,821.9,495.9,731.7,895.6,588.2,111.1,240.9,845.1,487.8,67.7,177.0,93.7,28.3,135.1,379.7,310.9,184.0,451.1,512.8,705.9,480.0,203.4,339.0,697.7,229.9,42.7,125.0,317.4,157.9,560.7,447.8,631.6,319.1,612.2,1224.0,1153.0,750.0,821.9,1091.0,1818.0,983.6,909.1,1500.0,1818.0,1304.0,458.0,1111.0,1071.0,1250.0,517.2,300.0,923.1,245.9,779.2,800.0,967.8,652.2,377.3,722.9,1538.0,408.1,731.7,1875.0,2143.0,983.6,277.8,666.7,428.6,1052.0,30.8,23.1,139.8,94.0,87.2,177.5,560.7,384.6,42.9,143.8,300.0,218.2,476.2,1034.0,937.5,779.2,205.4,361.4,333.3,674.2
live,2026-08-08-15-06,2026-08-08T17:25:21+09:00,1.0,0.0,12.0,0.0,12.0,12.0,14.5,44.8,43.8,54.0,16.7,33.3,25.1,37.0,81.5,89.1,118.8,133.4,87.5,56.8,182.1,87.5,116.6,92.0,198.0,134.8,28.4,90.4,112.9,135.6,42.2,86.0,69.7,90.0,154.0,183.4,249.5,271.2,180.8,128.6,252.0,226.8,231.0,166.3,304.3,283.5,14.4,26.5,26.8,24.5,22.8,53.0,44.0,36.9,50.2,77.9,50.8,65.4,47.0,50.1,61.1,42.7,88.1,77.2,127.9,83.1,122.9,140.9,175.7,215.1,199.6,233.2,257.2,242.2,154.0,211.4,162.0,160.9,189.0,247.0,235.4,280.3,286.8,332.7,337.2,437.8,143.4,103.9,233.2,160.9,237.6,130.6,135.6,268.3,128.6,113.9,311.9,158.9,277.2,328.3,356.4,319.9,274.2,332.7,242.2,422.9,242.2,207.9,594.1,356.4,293.5,191.9,674.4,430.2,202.8,204.5,283.5,242.2,693.1,594.1,499.0,924.2,383.9,489.3,332.7,756.2
live,2026-08-08-24-06,2026-08-08T17:25:41+09:00,1.0,0.0,13.5,27.0,27.0,0.0,17.6,48.2,90.6,80.0,7.5,5.5,44.8,20.1,89.2,27.3,139.7,107.8,173.9,114.3,254.3,387.3,230.3,75.4,185.2,347.8,73.1,123.5,163.8,293.8,98.5,202.9,321.5,347.8,189.3,215.7,568.1,501.2,387.3,486.9,774.7,631.2,587.7,631.2,774.7,1136.0,10.8,6.9,47.4,18.2,48.2,60.4,202.9,148.2,16.3,52.9,193.6,69.2,210.4,227.2,460.6,437.0,93.1,215.7,213.0,532.6,193.6,51.3,250.6,167.0,230.3,236.7,631.2,293.8,52.1,189.3,321.5,200.5,448.5,608.7,516.4,568.1,334.1,405.8,448.5,516.4,347.8,293.8,486.9,516.4,741.0,426.0,473.4,1311.0,230.3,549.7,946.8,710.1,387.3,852.1,852.1,710.1,568.1,1136.0,710.1,1136.0,347.8,340.8,473.4,897.0,897.0,710.1,741.0,1217.0,387.3,897.0,681.7,1065.0,741.0,655.5,852.1,1311.0,1420.0,1002.0,1065.0,1420.0
