phase,race_id,fetched_at,t1,t2,t3,t4,t5,t6,s123,s124,s125,s126,s132,s134,s135,s136,s142,s143,s145,s146,s152,s153,s154,s156,s162,s163,s164,s165,s213,s214,s215,s216,s231,s234,s235,s236,s241,s243,s245,s246,s251,s253,s254,s256,s261,s263,s264,s265,s312,s314,s315,s316,s321,s324,s325,s326,s341,s342,s345,s346,s351,s352,s354,s356,s361,s362,s364,s365,s412,s413,s415,s416,s421,s423,s425,s426,s431,s432,s435,s436,s451,s452,s453,s456,s461,s462,s463,s465,s512,s513,s514,s516,s521,s523,s524,s526,s531,s532,s534,s536,s541,s542,s543,s546,s561,s562,s563,s564,s612,s613,s614,s615,s621,s623,s624,s625,s631,s632,s634,s635,s641,s642,s643,s645,s651,s652,s653,s654
live,2026-07-16-05-12,2026-07-16T17:17:00+09:00,1.1,19.7,7.6,9.8,10.5,18.6,12.0,16.5,19.9,29.5,10.7,12.2,11.4,19.5,25.1,20.6,26.6,28.8,27.5,22.0,35.7,30.6,67.4,60.2,67.4,62.6,97.3,128.6,132.7,173.2,181.2,459.4,411.6,503.6,306.3,570.4,626.1,623.8,275.0,537.9,712.7,548.3,535.4,974.2,865.1,1033.0,55.3,39.0,31.6,54.5,145.1,278.9,236.4,281.2,99.0,205.6,122.4,144.2,85.5,184.8,152.8,125.3,197.9,370.7,269.4,245.3,163.5,133.3,123.5,150.1,306.3,480.2,523.0,438.7,192.9,421.3,236.4,268.5,178.3,368.3,265.4,208.9,291.8,497.7,423.9,333.0,144.6,126.5,172.2,137.2,282.8,523.8,701.0,548.3,192.7,418.7,406.2,289.1,290.5,709.8,476.8,374.0,310.4,729.6,497.7,593.3,555.5,476.8,592.3,546.6,781.6,1209.0,1292.0,1188.0,621.5,1205.0,1065.0,852.1,764.0,1209.0,1042.0,1014.0,635.5,1283.0,968.6,1082.0
live,2026-07-16-24-11,2026-07-16T22:05:43+09:00,1.0,12.4,10.8,50.8,18.8,101.7,4.6,22.7,16.6,71.7,6.2,15.8,14.3,73.4,45.4,45.7,70.8,140.0,34.8,34.9,92.6,128.3,201.9,255.0,280.0,284.5,16.4,70.2,45.0,137.9,27.3,91.2,48.2,198.5,190.2,206.9,320.7,579.5,109.9,102.0,282.0,376.1,534.3,764.2,983.6,823.2,26.9,71.1,49.0,202.1,38.1,109.0,64.6,241.2,186.5,180.6,241.8,562.5,114.8,104.0,296.4,347.4,590.2,761.1,1014.0,809.3,225.1,236.2,288.4,543.3,321.3,316.0,446.0,610.8,303.5,380.5,423.4,792.6,352.6,475.9,517.0,581.2,770.3,1031.0,1108.0,968.7,124.8,115.8,284.5,256.1,180.4,140.9,376.8,435.9,176.1,161.1,480.7,518.4,474.8,713.0,614.8,802.5,439.9,645.8,668.3,963.9,685.0,909.0,1155.0,864.0,973.7,1115.0,1379.0,1077.0,978.6,1379.0,1453.0,1253.0,1431.0,1475.0,1546.0,1400.0,917.7,1184.0,1053.0,1431.0
live,2026-07-17-01-04,2026-07-17T16:31:19+09:00,5.4,1.5,5.4,5.4,0.0,7.2,49.0,28.0,90.7,79.6,95.7,118.7,148.7,252.0,41.3,123.4,216.6,178.9,66.7,49.7,81.7,88.2,143.5,176.4,169.1,268.4,27.9,9.1,99.5,28.7,57.1,27.1,124.7,98.0,6.1,12.5,51.4,15.7,116.4,196.0,178.9,257.2,92.8,140.3,70.5,252.0,224.5,123.4,147.0,287.1,126.0,79.1,178.9,257.2,102.9,97.2,224.5,246.9,181.5,184.3,252.0,474.9,363.1,363.1,352.8,474.9,41.8,135.7,131.3,134.2,26.9,47.3,117.6,44.1,184.3,94.9,202.4,202.4,184.3,237.4,209.3,126.0,141.9,94.2,232.9,228.6,268.4,237.4,152.4,246.9,257.2,224.5,252.0,363.1,294.0,294.0,294.0,457.3,216.6,268.4,425.8,324.9,352.8,514.5,536.9,301.1,138.7,457.3,189.9,374.2,216.6,242.1,154.3,268.4,726.3,398.3,474.9,493.9,294.0,158.3,398.3,588.0,441.0,726.3,588.0,536.9
live,2026-07-17-07-04,2026-07-17T16:31:38+09:00,1.8,11.7,2.0,11.7,17.6,11.7,18.7,14.3,32.9,82.5,22.5,14.7,28.9,79.9,15.5,18.4,29.5,73.2,64.8,72.4,68.4,148.4,134.0,102.3,130.5,232.5,50.9,33.7,96.9,174.1,96.2,49.5,128.9,275.5,50.1,40.5,74.4,149.5,190.6,170.4,153.5,343.8,386.7,496.6,307.0,705.6,68.8,37.2,73.0,148.4,116.2,61.4,136.8,249.8,51.5,60.2,76.9,166.9,186.2,174.1,171.1,462.3,365.6,558.6,419.0,600.3,37.9,39.3,49.7,85.5,53.8,50.2,70.0,93.9,60.0,67.1,89.9,159.6,68.5,73.4,101.3,71.8,120.7,154.7,271.7,141.6,154.1,203.1,129.7,249.8,229.8,236.6,144.6,390.5,275.5,264.6,251.4,773.5,134.0,163.5,252.9,170.4,820.9,1087.0,788.7,402.2,427.9,670.4,838.0,1608.0,981.0,935.4,744.9,838.0,681.7,1183.0,773.5,758.9,874.4,659.4,1058.0,618.8,1005.0,1058.0,1547.0,693.5
live,2026-07-17-11-12,2026-07-17T16:31:59+09:00,1.2,7.5,10.0,6.0,10.0,30.0,13.0,6.7,31.5,12.1,19.7,25.4,56.5,38.1,11.9,24.2,24.3,16.3,68.6,105.2,87.3,79.0,30.1,65.5,32.7,83.5,61.8,35.3,106.1,66.6,169.8,246.7,462.1,401.2,92.4,280.8,410.2,182.5,372.5,536.9,480.4,514.2,139.3,608.5,274.5,618.8,80.4,76.2,137.2,133.7,159.4,163.0,338.0,354.4,123.3,134.2,206.2,184.4,231.0,292.0,294.4,561.7,341.2,507.1,372.5,618.8,43.6,85.3,88.6,53.8,76.2,189.1,231.0,145.4,158.0,264.5,238.6,250.0,179.8,262.6,248.3,207.4,92.6,136.2,187.2,199.5,380.3,341.2,285.2,357.9,536.9,521.6,702.1,676.1,486.8,309.4,445.2,663.8,317.4,579.5,544.9,424.5,760.6,849.1,760.6,730.2,92.6,376.4,157.3,480.4,148.4,640.5,347.7,702.1,579.5,1106.0,468.1,1106.0,202.8,323.1,529.1,598.5,688.9,676.1,1014.0,588.9
live,2026-07-17-12-04,2026-07-17T16:32:19+09:00,2.3,4.6,3.1,15.5,3.8,23.2,30.3,86.6,56.9,219.5,17.2,29.2,16.6,150.9,129.1,95.4,137.5,561.1,68.5,41.0,111.5,276.3,377.9,308.6,437.4,437.4,62.0,178.6,113.3,455.3,49.3,47.5,30.6,324.8,295.5,109.7,176.3,771.5,147.3,61.0,176.9,896.0,992.0,638.5,957.8,896.0,19.5,26.2,11.6,97.8,27.7,24.0,13.1,156.4,42.2,33.2,22.2,153.4,15.5,13.7,18.4,73.3,273.6,282.0,217.0,206.5,370.3,298.6,283.4,771.5,470.8,236.4,351.6,750.7,199.1,161.9,119.4,500.4,474.8,408.4,189.6,712.2,1322.0,805.1,1028.0,1111.0,186.4,79.9,268.3,444.4,215.3,91.8,328.7,685.8,62.1,63.0,84.0,233.4,411.5,448.0,162.9,694.4,793.6,1028.0,440.9,854.6,793.6,1207.0,1851.0,2057.0,1182.0,1322.0,1501.0,1543.0,992.0,1291.0,910.7,1262.0,2645.0,1633.0,1388.0,1683.0,1984.0,1915.0,1262.0,1424.0
live,2026-07-17-13-12,2026-07-17T16:32:40+09:00,1.8,2.2,5.8,14.3,21.0,22.5,6.3,22.7,17.5,27.2,6.9,20.5,14.8,23.8,59.2,62.3,87.2,105.2,46.3,49.6,115.8,105.7,99.2,102.9,220.1,194.0,15.6,52.7,36.4,60.8,27.5,96.0,69.1,91.9,208.3,223.5,319.1,387.6,153.4,169.2,356.4,338.7,289.3,282.4,676.6,553.0,19.6,56.1,39.4,53.6,31.5,115.6,81.0,96.8,141.9,169.8,184.3,203.0,112.8,128.9,239.2,180.8,189.8,196.8,360.4,302.5,275.1,299.9,336.7,431.0,421.9,407.8,525.7,525.7,410.0,423.7,544.3,574.2,440.0,504.0,576.7,480.4,720.3,738.6,760.0,764.5,202.0,222.1,415.9,334.8,282.6,307.3,645.7,587.1,306.9,322.8,698.2,546.0,585.7,732.4,773.5,734.4,617.5,779.3,730.3,962.6,502.5,634.7,1133.0,1066.0,680.1,571.0,1342.0,1496.0,620.4,552.4,912.3,1156.0,1400.0,1487.0,1434.0,1961.0,1299.0,1616.0,1400.0,1837.0
live,2026-07-18-01-03,2026-07-18T16:07:05+09:00,1.5,6.0,4.0,0.0,4.0,0.0,87.8,163.6,86.2,94.2,58.1,53.1,22.3,26.1,139.5,73.7,75.3,84.7,75.7,27.3,59.8,27.1,98.8,32.2,59.8,28.9,229.6,279.1,189.8,209.3,273.8,258.8,279.1,347.2,339.0,418.7,290.5,296.6,195.0,245.4,331.1,273.8,254.2,418.7,459.2,316.4,84.2,63.0,33.4,46.0,146.7,180.2,127.1,206.3,116.7,165.5,140.9,109.5,44.3,82.7,99.5,25.3,35.2,169.5,82.7,30.0,180.2,187.3,94.2,118.6,263.6,347.2,212.5,290.5,233.4,444.9,151.4,167.5,165.5,245.4,200.5,100.9,159.9,309.5,203.4,133.0,116.7,45.7,93.0,33.0,165.5,173.6,249.7,215.7,52.1,142.3,148.3,42.0,197.7,219.0,263.6,108.6,35.4,118.6,38.2,84.2,127.1,51.5,124.8,49.4,284.7,309.5,593.2,279.1,60.0,339.0,123.8,39.2,237.3,490.9,222.4,245.4,34.4,143.8,37.2,133.0
live,2026-07-18-07-03,2026-07-18T16:07:26+09:00,2.3,14.2,2.8,7.1,7.1,4.7,12.0,56.7,30.6,49.6,7.1,18.3,7.3,17.7,84.9,50.1,78.6,100.6,32.4,18.9,70.9,53.4,104.9,71.9,141.9,92.3,76.3,194.6,175.1,178.2,103.4,353.7,227.9,362.3,405.1,412.6,586.4,533.7,240.2,281.1,660.2,521.2,397.9,590.2,865.3,665.1,25.4,38.0,16.5,31.7,74.7,183.4,111.8,186.0,82.5,153.1,100.2,158.0,37.1,76.6,102.1,62.2,100.6,213.7,226.8,107.9,274.2,162.6,211.2,284.7,489.7,476.6,461.8,452.4,213.2,443.4,272.5,410.7,282.0,512.2,302.1,405.1,515.2,707.4,632.1,627.7,144.9,61.0,214.2,130.5,338.9,259.1,590.2,527.4,73.1,166.6,232.1,145.1,336.3,655.3,392.6,560.5,311.6,641.2,276.8,641.2,418.4,268.4,685.6,492.4,810.3,795.8,1273.0,1172.0,338.9,781.8,655.3,355.1,1012.0,1188.0,928.4,1273.0,492.4,1100.0,390.9,1157.0
live,2026-07-18-08-12,2026-07-18T16:07:45+09:00,1.0,66.5,0.0,0.0,0.0,199.5,13.0,17.7,19.5,42.1,10.8,10.0,8.0,25.1,23.3,18.5,24.6,40.1,18.5,13.3,22.5,23.8,94.2,75.9,115.6,80.5,95.6,186.6,125.8,225.9,186.6,729.0,613.3,822.1,341.9,878.2,757.6,1207.0,244.5,788.6,966.0,1207.0,576.7,1044.0,1136.0,1680.0,60.3,63.4,41.1,90.2,139.0,390.3,375.1,522.1,177.2,282.0,255.9,382.5,103.8,280.0,301.8,257.6,290.5,743.1,613.3,415.5,173.2,165.1,122.6,203.3,306.6,644.0,471.2,529.3,324.7,805.0,382.5,560.0,235.6,495.4,594.4,297.2,613.3,898.6,1016.0,529.3,90.7,62.7,153.9,115.0,192.2,529.3,966.0,805.0,129.6,439.1,522.1,429.3,272.1,690.0,585.4,454.6,278.0,788.6,483.0,585.4,444.1,552.0,594.4,386.4,772.8,1610.0,1840.0,1431.0,654.9,2273.0,1170.0,1016.0,822.1,1332.0,2033.0,1170.0,483.0,1932.0,1073.0,1073.0
live,2026-07-18-12-03,2026-07-18T16:08:05+09:00,4.2,3.0,3.0,2.8,16.8,33.7,50.3,40.5,90.7,221.7,36.9,15.9,33.0,240.4,31.5,15.8,22.7,174.0,132.3,69.0,53.1,287.3,425.9,516.6,449.6,758.7,105.7,96.7,149.8,505.8,145.3,115.6,164.6,916.2,118.1,99.5,124.1,485.6,271.2,265.3,200.6,933.8,1079.0,1428.0,1129.0,1348.0,88.4,32.9,56.5,449.6,139.1,76.9,146.2,703.7,32.5,51.2,22.3,258.3,102.2,125.8,38.2,408.0,1033.0,1348.0,796.0,1033.0,50.6,21.2,21.0,177.8,79.3,72.4,44.3,332.6,27.1,44.7,16.6,188.2,20.7,29.6,15.0,46.8,351.8,422.2,349.3,186.0,200.6,127.7,100.1,376.4,415.0,282.3,213.9,916.2,165.7,217.7,60.0,724.7,81.8,101.5,48.2,161.3,851.9,867.1,714.1,376.4,758.7,1517.0,1428.0,1867.0,971.2,1033.0,1618.0,1428.0,1156.0,1942.0,991.0,1674.0,1129.0,1184.0,1103.0,714.1,1734.0,3035.0,2023.0,809.3
live,2026-07-18-16-09,2026-07-18T16:08:24+09:00,1.1,11.2,11.2,5.6,22.5,22.5,10.7,13.0,26.4,33.2,14.5,16.8,27.5,42.0,21.4,20.3,44.7,45.0,58.8,51.1,74.8,111.1,111.4,100.7,126.3,168.4,34.4,21.9,70.3,62.1,64.0,57.1,107.0,93.2,35.9,45.2,107.5,39.6,179.8,183.9,221.7,259.1,186.5,210.0,96.1,399.1,61.8,65.6,79.0,104.7,97.5,82.1,146.7,160.9,128.7,93.7,174.3,182.2,147.2,190.0,246.3,279.1,283.0,302.3,373.0,429.2,67.8,106.7,93.9,125.9,74.3,116.0,128.3,92.8,205.7,138.5,173.5,190.0,133.5,136.7,178.1,170.5,203.6,167.0,295.6,295.6,267.8,184.7,293.5,293.5,362.8,314.3,350.1,373.0,266.1,350.1,458.8,498.9,359.6,415.7,429.2,380.1,373.0,665.2,831.5,753.1,279.1,443.5,498.9,1023.0,492.7,480.9,302.3,907.1,554.3,369.5,725.7,887.0,570.2,300.1,831.5,928.2,1209.0,1425.0,1247.0,1108.0
live,2026-07-18-01-11,2026-07-18T19:48:53+09:00,1.0,6.2,21.7,32.6,130.5,130.5,6.4,6.5,13.9,46.8,12.2,14.5,18.8,61.1,11.2,18.1,20.2,51.6,27.7,32.1,37.4,80.3,125.5,164.5,138.0,155.4,68.0,62.0,97.0,169.7,135.8,308.7,384.1,524.0,145.1,313.2,236.4,461.4,219.9,482.3,420.2,562.2,487.9,731.8,731.8,1131.0,91.4,95.2,94.3,256.4,158.6,298.9,256.4,690.2,224.0,290.7,355.2,577.5,217.6,353.7,365.9,511.4,758.0,758.0,701.6,695.8,61.9,123.7,75.1,151.3,96.0,165.4,147.3,393.0,251.9,189.9,182.5,569.7,122.1,219.3,291.7,208.5,350.8,466.4,648.0,437.6,172.5,176.5,162.9,259.6,278.3,414.1,437.6,565.9,280.1,424.4,808.5,975.8,266.9,356.7,577.5,362.8,663.2,884.3,912.8,690.2,520.8,943.3,701.6,875.2,824.2,1286.0,1230.0,1267.0,1326.0,1516.0,1391.0,1632.0,884.3,1147.0,1516.0,1326.0,1267.0,1697.0,1572.0,1061.0
live,2026-07-18-12-11,2026-07-18T19:49:11+09:00,1.0,56.2,112.5,12.5,8.0,112.5,9.0,18.9,10.0,10.0,21.3,33.0,22.8,31.1,28.3,45.2,28.9,31.8,18.8,26.9,36.6,22.3,28.2,66.9,54.4,42.4,71.9,76.9,57.1,54.3,192.1,486.8,316.0,407.9,225.3,507.1,378.9,348.2,141.8,291.2,426.1,210.3,169.9,433.0,453.6,327.7,142.8,172.7,105.1,161.0,252.1,519.0,409.1,513.0,437.3,577.4,632.1,724.9,211.0,359.5,713.2,485.0,516.9,780.0,966.5,691.1,137.2,270.5,106.9,125.7,288.7,555.7,414.2,363.4,499.5,771.0,803.5,757.8,136.2,280.2,481.5,163.0,219.7,393.4,670.2,263.6,54.1,96.4,91.1,52.9,128.3,297.0,407.9,148.2,232.3,474.6,793.9,455.2,179.0,424.7,641.2,236.4,95.0,120.8,265.1,223.8,118.2,310.9,247.4,183.4,241.2,494.0,590.2,370.5,617.5,995.4,901.2,945.9,542.2,808.3,1093.0,673.6,217.5,316.8,623.2,546.6
live,2026-07-19-12-05,2026-07-19T17:23:18+09:00,1.1,0.0,4.1,0.0,8.2,8.2,27.5,57.2,20.1,9.5,48.7,78.3,45.4,35.0,65.2,106.1,84.9,75.3,26.8,55.8,100.1,15.1,11.2,26.9,51.6,14.6,100.1,127.1,72.0,40.8,192.8,293.9,252.5,351.6,210.9,271.7,484.6,373.6,116.4,227.0,484.6,104.2,52.2,267.6,389.8,95.8,112.0,190.7,103.0,142.3,206.1,208.5,309.1,407.5,267.6,179.3,527.4,560.4,182.9,289.2,389.8,597.7,235.9,417.0,543.4,618.3,144.6,224.1,130.8,107.3,188.7,252.5,314.6,289.2,358.6,344.8,252.5,437.3,267.6,326.0,471.9,170.7,239.1,227.0,407.5,275.8,82.6,101.8,145.7,41.3,161.5,358.6,389.8,132.8,235.9,381.5,484.6,338.3,280.2,560.4,459.8,263.7,48.0,77.9,206.1,190.7,29.5,82.2,97.4,29.9,62.9,188.7,417.0,107.3,172.4,358.6,344.8,484.6,235.9,326.0,543.4,332.0,47.8,67.4,181.1,197.0
live,2026-07-19-20-05,2026-07-19T17:23:40+09:00,1.0,9.7,0.0,0.0,0.0,0.0,13.6,4.8,36.4,83.2,31.3,61.6,88.9,166.5,14.7,67.4,78.2,301.0,91.0,118.6,137.3,434.8,166.5,142.3,301.0,223.6,28.8,6.8,42.3,156.5,64.6,44.7,118.6,326.1,11.4,60.2,66.3,372.7,73.1,137.3,159.7,355.8,301.0,411.9,521.8,489.2,72.4,94.3,84.1,217.4,102.9,76.7,142.3,244.6,195.6,77.5,411.9,652.3,205.9,177.9,340.3,602.1,434.8,237.2,521.8,1304.0,28.5,150.5,84.1,340.3,28.4,91.0,104.3,186.3,223.6,182.0,177.9,391.3,147.6,170.1,301.0,269.9,372.7,460.4,869.7,782.7,177.9,150.5,115.1,340.3,223.6,391.3,391.3,279.5,237.2,279.5,223.6,391.3,301.0,489.2,460.4,978.4,652.3,434.8,978.4,1565.0,237.2,411.9,1118.0,869.7,372.7,521.8,869.7,652.3,489.2,978.4,711.6,2609.0,1118.0,391.3,978.4,1956.0,2609.0,782.7,559.1,1956.0
live,2026-07-19-22-11,2026-07-19T17:24:00+09:00,1.3,6.3,11.6,9.9,9.9,5.8,11.9,14.2,18.8,10.2,16.0,21.9,18.5,15.0,26.1,35.5,34.4,19.9,33.8,31.5,45.0,20.6,18.6,30.0,26.2,25.0,91.2,118.3,140.9,78.3,196.5,443.1,517.7,425.5,279.2,555.5,622.5,448.1,394.0,851.0,963.7,615.3,192.9,596.9,559.4,571.3,90.7,124.7,96.5,94.2,187.5,327.8,375.5,370.3,267.0,348.5,417.7,396.0,236.3,393.0,540.5,345.5,272.5,512.7,603.7,521.1,174.8,246.8,215.3,125.8,296.2,689.6,761.8,324.5,463.7,864.8,594.7,675.0,347.8,769.1,704.8,305.3,183.0,389.2,610.6,319.9,167.1,195.3,307.0,101.3,451.9,772.9,1193.0,536.8,361.9,608.3,1159.0,511.1,571.3,1240.0,1185.0,509.5,165.6,457.1,596.9,509.5,77.2,145.0,126.8,109.5,159.9,439.5,435.9,462.4,311.2,567.3,723.9,624.9,244.6,484.8,765.5,469.1,156.7,439.5,538.6,422.1
live,2026-07-19-19-12,2026-07-19T20:38:37+09:00,1.1,5.5,13.2,14.5,11.9,14.1,5.6,11.8,9.7,13.2,10.1,20.2,18.6,26.7,28.7,36.2,46.0,47.4,23.9,34.1,59.1,47.3,39.4,58.3,84.9,80.4,27.1,46.8,41.4,51.6,83.1,251.4,226.3,308.6,174.3,356.9,399.9,525.1,160.4,369.2,581.5,501.9,209.3,508.3,663.2,713.3,62.4,98.3,93.1,139.9,119.3,387.1,332.2,415.1,246.8,397.9,422.0,513.5,230.9,362.7,603.6,501.0,395.7,608.2,830.3,807.4,180.1,242.9,247.9,311.7,305.6,651.6,782.5,579.7,421.4,722.6,760.1,836.5,403.1,715.2,861.1,537.8,581.5,903.0,1022.0,812.1,113.0,159.8,264.4,199.2,214.7,506.5,841.6,532.1,329.4,565.0,832.8,850.6,507.8,1016.0,993.1,726.4,441.4,690.4,931.7,865.1,195.3,373.9,549.4,506.9,307.6,739.9,1160.0,1105.0,621.8,958.9,1180.0,1399.0,955.6,1462.0,1497.0,1238.0,717.0,1345.0,1439.0,998.5
live,2026-07-19-20-12,2026-07-19T20:38:58+09:00,1.0,18.1,7.6,21.1,28.1,126.7,5.9,6.9,15.7,84.3,7.3,10.1,16.0,79.5,11.6,14.9,19.3,75.5,29.0,33.6,33.7,100.0,225.6,226.7,221.9,199.6,62.4,83.5,122.8,371.6,137.0,342.8,608.0,1063.0,186.1,453.9,643.4,1308.0,258.5,860.7,969.8,1728.0,1009.0,1930.0,1714.0,2115.0,52.9,65.9,94.9,294.9,110.7,238.9,386.8,761.7,135.3,257.8,306.3,758.8,256.2,467.8,449.8,879.7,891.5,895.6,1308.0,1380.0,75.5,96.2,91.3,250.0,169.0,373.0,448.8,619.3,195.8,383.8,445.7,864.4,179.2,395.2,396.0,427.5,579.6,891.5,1149.0,782.7,170.6,250.0,209.7,421.2,275.0,999.1,1086.0,835.4,389.8,895.6,872.0,1266.0,309.2,920.4,808.2,1030.0,846.0,1352.0,1282.0,1274.0,637.2,1162.0,1212.0,831.9,1371.0,2137.0,2234.0,2582.0,1643.0,2516.0,1930.0,2028.0,1616.0,1988.0,2137.0,1451.0,1316.0,2184.0,1643.0,1420.0
live,2026-07-20-12-10,2026-07-20T19:24:24+09:00,1.0,173.2,43.3,43.3,13.3,43.3,12.7,16.8,14.9,29.7,14.6,11.9,9.9,24.9,26.9,23.9,21.7,40.6,25.8,18.2,26.5,35.4,104.3,109.5,94.8,87.8,58.4,75.6,75.4,132.9,112.9,237.8,212.7,372.2,214.0,298.7,277.7,360.5,188.1,280.7,315.1,380.5,496.3,744.5,689.6,646.2,65.7,52.1,37.8,109.8,128.6,236.2,205.9,344.8,135.0,279.9,130.5,268.9,79.7,231.9,151.7,201.0,392.1,772.5,513.7,350.6,157.8,150.8,126.8,215.4,341.3,469.1,473.5,458.7,212.7,452.6,214.9,429.9,177.4,389.2,226.3,217.2,439.1,723.6,778.4,350.6,102.7,63.7,106.7,118.6,200.2,342.5,431.7,460.7,113.0,302.2,213.6,280.7,229.3,462.8,264.1,316.1,291.9,654.4,491.6,387.7,642.2,744.5,815.5,564.5,909.3,1334.0,1037.0,1194.0,699.0,1104.0,733.9,901.3,934.1,1070.0,1059.0,761.1,680.4,1181.0,969.3,622.7
live,2026-07-20-15-10,2026-07-20T19:24:43+09:00,1.0,0.0,9.0,18.0,0.0,18.0,11.6,19.8,21.0,38.2,9.3,17.1,9.6,48.9,36.4,32.8,40.2,73.1,23.3,19.6,38.5,63.3,112.4,149.5,135.6,231.1,68.2,86.2,117.6,118.2,138.4,154.1,154.1,290.6,160.1,205.5,308.2,290.6,155.3,176.9,317.8,383.8,236.5,508.6,313.0,344.8,38.3,58.6,35.1,121.8,113.6,116.2,128.7,184.9,117.6,141.2,191.9,205.5,104.8,129.5,168.1,257.5,322.9,452.1,290.6,376.7,70.8,116.2,67.8,113.6,142.2,236.5,248.1,195.6,108.2,260.8,164.0,233.8,95.9,136.5,190.1,207.6,166.7,251.1,308.2,356.9,80.4,68.0,111.7,142.2,172.4,164.0,254.3,303.6,85.8,127.9,195.6,236.5,218.7,398.9,317.8,254.3,549.8,678.1,635.7,549.8,274.9,442.2,484.4,635.7,322.9,496.2,383.8,508.6,581.2,452.1,473.1,635.7,521.6,339.0,656.2,813.8,701.5,782.5,726.6,678.1
live,2026-07-21-10-03,2026-07-21T09:14:35+09:00,1.0,13.1,4.3,26.2,0.0,0.0,23.5,83.6,50.2,63.8,12.6,17.3,8.8,9.6,73.7,49.7,95.4,78.5,83.6,38.3,131.9,88.8,146.1,39.3,167.3,132.7,69.7,159.3,262.4,226.4,128.3,197.4,202.6,274.9,461.9,435.8,624.3,888.4,419.9,334.7,721.8,923.9,549.9,659.9,1004.0,745.1,18.6,22.2,10.6,11.2,61.9,123.5,83.3,99.5,78.8,172.3,152.9,86.5,36.3,104.9,116.0,60.4,33.4,152.9,123.5,89.8,316.4,134.2,366.6,139.1,796.5,349.9,699.9,769.9,153.9,444.2,391.5,303.9,923.9,923.9,641.6,659.9,824.9,1099.0,513.3,824.9,398.2,90.5,329.9,219.9,607.8,248.3,699.9,679.3,97.0,217.9,325.3,190.9,699.9,962.4,481.2,577.4,405.2,855.5,312.1,769.9,292.3,94.2,502.1,378.6,745.1,577.4,1099.0,1358.0,97.4,312.1,268.5,259.5,624.3,524.9,471.4,721.8,592.2,1004.0,391.5,1154.0
live,2026-07-21-10-05,2026-07-21T10:10:52+09:00,1.9,4.3,21.7,21.7,7.2,2.7,41.9,67.2,29.7,23.3,63.8,125.0,72.1,67.5,93.4,163.0,119.3,122.3,47.0,84.4,108.8,22.0,35.1,80.2,119.7,22.3,71.7,136.6,62.8,52.2,175.3,241.6,135.7,123.8,234.4,335.8,189.6,186.0,82.0,125.8,123.0,27.5,69.8,113.2,110.3,30.3,169.3,295.7,126.6,148.4,238.7,215.3,167.9,145.6,445.2,302.5,341.6,277.1,186.0,175.3,285.1,62.0,182.6,157.2,281.0,71.1,283.0,377.4,293.5,146.2,360.2,347.6,271.4,297.9,450.3,370.3,417.1,396.2,381.0,291.3,373.8,135.2,396.2,229.0,370.3,156.0,76.3,136.6,220.1,35.9,109.7,126.6,225.1,37.2,173.8,138.0,262.4,70.2,307.2,265.9,335.8,120.4,32.1,24.6,47.9,61.7,60.7,152.4,222.6,43.0,70.3,102.4,166.5,31.7,193.3,130.3,221.3,81.5,324.8,194.2,347.6,129.9,30.1,24.0,52.6,52.2
live,2026-07-21-05-05,2026-07-21T13:29:30+09:00,2.0,4.8,4.8,4.0,24.0,8.0,31.9,14.3,33.1,44.3,65.8,64.7,122.3,157.7,18.4,57.1,47.2,50.5,81.9,210.9,94.0,99.0,150.0,270.0,173.1,156.2,44.7,15.0,46.6,47.6,73.8,43.5,87.9,107.1,21.5,35.5,29.6,31.7,97.8,163.0,70.7,75.0,212.3,363.0,116.0,161.5,119.7,144.2,216.4,283.6,159.2,76.2,184.4,239.4,171.3,98.4,194.0,207.1,562.6,401.9,351.6,411.7,718.2,562.6,450.1,703.3,28.7,85.9,54.4,82.1,26.1,43.3,38.0,42.4,143.6,79.8,159.9,163.0,93.0,65.4,182.4,62.2,138.9,99.2,241.1,101.6,112.9,217.8,118.4,125.0,109.6,167.9,91.2,101.3,482.2,281.3,272.2,406.7,139.5,103.8,283.6,128.3,154.1,124.5,341.0,140.0,450.1,964.5,733.9,562.6,535.8,843.9,246.4,432.8,937.7,1089.0,625.1,1350.0,572.1,210.9,649.2,261.7,348.0,324.6,750.2,229.6
live,2026-07-21-09-07,2026-07-21T13:29:49+09:00,1.7,0.0,6.0,12.0,0.0,2.0,29.2,36.9,87.0,56.2,23.4,8.7,23.1,15.7,32.6,13.0,31.8,18.4,124.7,61.9,74.2,58.7,111.2,51.6,49.7,77.0,89.5,74.8,234.3,173.6,133.4,218.3,389.4,271.9,177.9,277.1,374.3,309.9,297.1,417.7,436.7,417.7,405.9,457.5,450.3,670.2,52.2,19.8,47.2,37.2,98.3,133.4,204.4,189.6,30.0,114.8,72.0,38.4,146.3,232.4,149.3,164.7,102.9,389.4,92.6,207.3,88.6,40.1,83.3,50.2,244.2,250.6,335.1,182.4,54.9,174.6,129.2,68.2,185.9,417.7,196.0,208.8,114.8,216.7,129.2,264.4,335.1,189.6,320.2,107.5,417.7,436.7,417.7,316.7,232.4,450.3,294.1,360.2,351.4,613.2,374.3,360.2,488.5,565.1,417.7,384.3,339.0,184.7,167.5,135.9,613.2,640.5,411.7,655.0,236.2,533.7,198.7,480.3,225.1,394.8,230.5,355.8,144.8,758.4,472.5,554.2
